,New York,New Jersey,Texas,California,Florida,Massachusetts,Illinois,Pennsylvania,Michigan,Georgia,Arizona,Louisiana,Ohio,Connecticut,Maryland,Indiana,North Carolina,South Carolina,Virginia,Mississippi,Alabama,Tennessee,Washington,Minnesota,Missouri,Colorado,Nevada,Arkansas,Iowa,Wisconsin,Kentucky,Rhode Island,Oklahoma,New Mexico,Puerto Rico,Kansas,Delaware,District of Columbia,Oregon,Nebraska,Idaho,Utah,New Hampshire,West Virginia,North Dakota,South Dakota,Montana,Maine,Hawaii,Vermont,Alaska,Wyoming
2020-03-08,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-03-12,0,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-03-13,0,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-03-14,2,1,0,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,37,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-03-15,3,2,0,6,4,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-03-16,10,2,0,7,5,0,0,0,0,1,0,3,0,0,0,1,0,1,1,0,0,0,48,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-03-17,13,3,1,12,6,0,1,0,0,1,0,4,0,0,0,2,0,1,2,0,0,0,55,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-03-18,16,3,3,13,7,0,1,0,0,3,0,4,0,0,0,2,0,1,2,0,0,0,55,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-03-19,34,9,5,18,9,0,4,1,3,10,0,10,0,2,1,2,0,1,2,1,0,0,74,0,1,4,1,0,0,0,2,0,1,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-03-20,42,11,5,23,10,1,5,1,3,13,0,14,2,3,1,2,0,1,2,1,0,0,83,0,2,4,1,0,0,3,2,0,1,0,0,1,0,1,3,0,0,0,0,0,0,1,0,0,0,2,0,0
2020-03-21,60,16,5,24,13,1,6,2,5,14,1,16,3,4,2,4,0,3,2,1,0,1,94,1,3,4,2,0,0,4,3,0,1,0,1,2,0,1,5,0,0,0,0,0,0,1,0,0,0,2,0,0
2020-03-22,117,20,7,30,13,5,9,4,9,25,2,20,3,8,3,6,0,3,6,1,0,2,97,1,3,6,2,0,0,4,3,0,2,0,1,2,0,2,5,0,0,1,0,0,0,1,0,0,0,2,0,0
2020-03-23,158,27,9,39,18,9,12,6,15,25,2,35,6,10,3,7,0,5,6,1,0,2,109,1,4,7,4,0,0,5,4,0,2,0,2,2,0,2,5,0,0,1,1,0,0,1,0,0,0,5,0,0
2020-03-24,210,44,12,50,18,11,16,8,24,32,5,46,8,12,4,12,0,5,9,1,0,2,116,1,7,8,4,2,0,5,4,0,3,0,2,2,0,2,8,0,0,1,1,0,0,1,0,0,1,7,0,0
2020-03-25,285,62,15,65,23,15,19,15,43,40,6,65,11,19,4,14,2,7,9,3,1,3,133,1,8,16,6,2,1,7,5,0,5,1,2,3,0,2,10,0,0,1,1,0,0,1,0,0,0,8,1,0
2020-03-26,385,81,21,81,29,25,26,18,61,48,8,83,15,21,4,17,3,9,10,6,1,3,150,2,9,19,10,2,1,10,5,0,7,1,2,3,1,3,11,0,3,1,1,0,0,1,0,0,0,9,1,0
2020-03-27,527,108,26,94,35,35,34,22,92,64,13,119,19,27,5,25,4,13,10,8,4,6,157,4,9,27,10,3,3,14,7,0,8,1,3,4,2,3,12,0,3,1,1,0,1,1,1,1,0,10,1,0
2020-03-28,728,140,30,110,54,44,47,34,111,69,15,137,25,33,5,31,5,15,13,13,4,7,188,5,10,31,10,5,3,17,9,2,15,1,3,4,5,4,13,2,4,1,2,0,1,1,1,1,0,12,2,0
2020-03-29,965,161,37,124,56,48,66,41,132,80,17,151,29,34,10,32,7,16,20,14,10,8,198,9,13,47,15,6,4,18,9,3,16,2,3,7,6,5,13,2,5,2,2,0,1,1,1,3,0,12,2,0
2020-03-30,1218,198,45,146,63,56,73,50,184,87,20,185,40,36,15,35,7,18,15,16,10,14,205,10,13,47,15,7,6,20,11,4,16,2,6,8,6,9,16,2,6,4,3,1,2,1,5,3,0,12,3,0
2020-03-31,1550,267,54,173,85,89,99,63,259,111,24,239,55,69,18,49,12,22,27,20,23,23,225,12,15,69,26,8,7,25,11,8,23,4,8,9,10,9,18,3,8,5,3,1,3,1,5,5,0,13,3,0
2020-04-01,1941,355,66,199,87,122,141,74,335,139,29,273,65,85,31,65,14,26,34,22,27,24,234,17,18,69,31,10,9,27,18,10,30,5,11,10,11,9,19,4,9,5,3,1,3,2,6,5,1,16,3,0
2020-04-02,2373,537,77,238,164,154,163,90,417,163,32,310,81,112,36,78,21,31,41,26,32,36,271,18,22,80,38,12,11,38,31,12,34,6,12,12,12,12,21,5,9,7,3,2,3,2,6,7,1,17,3,0
2020-04-03,2935,646,100,265,170,192,210,102,479,184,41,370,91,131,43,102,27,34,46,29,38,41,291,22,25,97,43,12,11,51,34,14,38,10,15,18,14,15,22,6,9,7,5,2,3,2,5,9,3,17,3,0
2020-04-04,3565,846,116,289,195,216,244,136,540,201,52,409,102,165,54,116,34,40,52,35,44,50,315,24,33,111,46,14,14,54,40,17,42,10,18,21,14,21,22,6,10,8,7,2,3,2,6,10,3,20,5,0
2020-04-05,4159,917,136,348,221,231,274,151,617,211,64,477,119,189,67,127,38,44,52,43,45,53,336,29,44,140,46,16,18,74,45,25,46,12,20,22,14,22,27,8,10,8,9,3,3,2,6,10,4,22,6,0
2020-04-06,4698,1003,150,380,236,260,307,179,727,229,65,512,142,206,91,143,45,48,66,51,49,65,381,30,47,150,46,16,25,78,45,27,51,12,21,25,15,24,27,9,10,13,9,4,3,4,6,10,5,23,6,0
2020-04-07,5489,1232,160,432,283,356,308,247,845,329,73,582,167,277,103,173,53,51,66,60,64,72,400,34,65,179,72,18,25,92,65,30,67,13,23,29,16,22,29,10,13,13,9,4,4,6,6,12,5,23,6,0
2020-04-08,6268,1504,189,495,309,433,462,318,959,362,80,652,193,326,124,203,66,51,66,67,66,80,426,39,86,193,72,18,27,100,65,35,79,13,24,34,19,27,33,12,15,13,13,4,4,6,6,14,5,23,7,0
2020-04-09,7067,1709,210,544,354,503,462,345,1076,379,89,702,213,380,138,245,76,67,109,76,70,94,456,50,93,193,81,21,29,111,73,43,80,16,33,42,23,32,44,14,18,13,21,5,5,6,6,16,6,23,7,0
2020-04-10,7867,1932,238,583,390,599,597,418,1276,416,97,755,231,448,171,300,83,72,121,82,80,98,483,57,99,226,90,21,31,128,90,43,88,17,39,42,32,38,44,15,24,17,21,5,6,6,6,17,6,24,7,0
2020-04-11,8627,2183,266,604,438,686,677,503,1384,429,108,806,247,494,206,330,89,80,130,93,92,106,495,64,116,250,102,25,34,137,90,56,94,19,42,55,33,47,48,17,25,18,22,5,7,6,6,19,8,25,8,0
2020-04-12,9385,2350,283,640,461,756,720,557,1479,433,115,840,253,554,236,343,89,82,141,96,93,106,506,70,118,289,112,27,41,144,97,63,96,26,44,56,35,50,52,17,27,18,23,6,7,6,6,19,9,27,8,0
2020-04-13,10058,2443,305,714,499,844,798,589,1602,465,122,884,274,602,262,350,94,82,149,98,99,109,513,70,123,306,114,29,41,154,113,63,99,26,45,62,41,52,53,17,27,13,23,8,8,6,7,19,9,28,8,1
2020-04-14,10842,2805,342,767,571,844,868,691,1768,525,131,1013,324,671,302,387,112,97,154,111,114,124,530,79,149,327,126,32,49,170,106,80,108,31,45,69,43,67,55,20,33,18,25,9,8,6,7,20,9,29,9,1
2020-04-15,11617,3156,375,860,596,1108,949,779,1921,552,142,1103,362,868,311,436,130,106,195,122,118,124,552,87,153,328,131,33,53,183,115,80,123,36,51,71,46,72,58,20,39,20,32,10,9,6,7,24,9,29,9,1
2020-04-16,14832,3518,414,956,668,1108,1072,841,1996,587,150,1156,407,971,319,477,150,111,208,129,133,136,579,87,169,355,137,37,60,197,129,87,131,36,56,80,55,81,64,21,41,20,32,12,9,7,7,27,9,33,9,2
2020-04-17,17131,3840,451,1037,725,1245,1132,921,2227,650,169,1213,418,1036,334,522,177,116,231,140,148,141,603,111,184,372,142,37,64,206,137,118,136,44,58,82,61,86,70,24,41,23,37,16,9,7,8,29,9,35,9,2
2020-04-18,17671,4070,476,1140,748,1404,1259,1042,2308,673,180,1267,451,1086,421,545,187,119,258,152,153,142,613,121,197,389,151,38,74,212,144,137,136,53,60,85,67,91,72,24,43,25,38,16,9,7,10,32,9,38,9,2
2020-04-19,18298,4362,490,1177,774,1706,1290,1276,2391,687,184,1296,471,1127,461,562,200,120,277,159,157,148,636,134,199,420,158,39,75,220,146,150,140,55,62,93,67,96,74,28,44,27,38,18,9,7,10,34,10,38,9,2
2020-04-20,18611,4496,507,1225,822,1706,1349,1348,2468,775,191,1328,509,1331,582,577,218,123,300,169,163,152,643,143,200,420,159,41,79,230,154,155,143,58,63,102,72,105,75,33,45,28,42,24,9,7,10,35,10,38,9,2
2020-04-21,19104,4753,533,1282,867,1961,1468,1614,2575,798,208,1405,557,1423,652,635,245,124,324,183,183,157,664,160,224,483,163,42,83,244,171,171,164,58,64,109,82,112,78,33,48,32,42,26,13,8,12,36,10,40,9,2
2020-04-22,19413,5150,556,1421,893,2182,1565,1673,2813,848,231,1473,610,1544,698,666,265,140,349,193,196,157,686,179,238,506,172,42,90,248,185,181,170,71,63,112,89,127,78,38,51,32,48,27,14,9,14,39,12,40,9,6
2020-04-23,20973,5426,604,1533,987,2360,1688,1724,2977,881,249,1599,656,1639,748,706,281,150,373,201,202,171,711,200,252,552,195,45,96,258,191,189,179,78,69,113,92,139,83,47,54,35,51,31,15,9,14,44,12,43,9,7
2020-04-24,21411,5683,624,1621,1046,2556,1795,1747,3085,899,266,1660,690,1767,798,741,294,157,411,209,209,169,722,221,272,674,197,47,107,263,200,202,188,84,77,118,100,153,86,50,54,39,53,32,15,10,14,47,13,44,9,7
2020-04-25,22009,5914,638,1689,1055,2730,1875,1793,3155,907,273,1707,711,1865,875,786,305,166,437,221,209,177,737,244,281,684,205,48,112,266,205,215,194,93,83,120,112,165,87,50,56,41,53,32,16,10,14,47,13,46,9,7
2020-04-26,22269,5938,651,1725,1075,2899,1933,1816,3315,916,275,1729,728,1924,910,813,324,174,449,227,219,181,749,272,283,688,206,51,118,272,208,226,195,99,84,121,120,178,92,56,56,41,60,34,17,11,14,50,14,46,9,7
2020-04-27,22668,6044,666,1779,1088,3003,1983,1886,3407,995,275,1740,753,2012,945,844,340,177,460,229,228,184,764,286,343,706,206,51,127,281,213,233,197,99,84,126,125,185,92,56,56,41,60,34,19,11,14,51,16,47,9,7
2020-04-28,22912,6442,719,1864,1171,3153,2125,2046,3568,1036,275,1801,799,2087,1016,901,363,192,492,239,242,188,786,301,330,736,219,57,136,300,225,239,207,105,86,127,137,190,99,56,60,41,60,38,19,11,15,51,16,47,9,7
2020-04-29,23477,6771,754,1946,1218,3405,2215,2373,3670,1101,308,1845,937,2169,1078,964,382,231,522,250,256,195,801,319,338,766,230,57,148,308,234,251,214,112,86,134,144,205,101,56,60,45,60,38,19,13,16,52,16,47,9,7
2020-04-30,23587,7228,812,2031,1268,3562,2355,2475,3789,1132,320,1905,976,2257,1140,1114,406,244,552,261,272,199,814,343,350,777,243,61,162,316,240,266,222,123,92,134,152,224,103,70,60,46,72,41,19,17,16,53,16,49,9,7
2020-05-01,24039,7538,840,2126,1314,3716,2457,2635,3866,1169,330,1970,1003,2339,1080,1175,419,256,581,281,289,204,824,370,360,821,246,64,170,327,246,279,230,131,94,140,159,231,104,73,63,46,81,46,23,21,16,55,16,50,9,7
2020-05-02,24198,7742,863,2180,1364,3846,2559,2695,4021,1177,330,1993,1022,2436,1251,1115,431,267,617,291,288,209,830,394,376,832,255,72,175,334,248,296,238,138,95,142,168,240,109,73,64,49,84,48,24,21,16,56,16,51,9,7
2020-05-03,24708,7871,878,2216,1379,4004,2618,2720,4053,1184,362,2012,1039,2436,1281,1132,434,275,660,303,290,210,834,418,381,842,258,76,184,339,253,320,238,151,97,144,177,251,109,78,64,50,86,48,25,21,16,57,17,53,9,7
2020-05-04,24999,7910,901,2278,1399,4090,2659,2838,4139,1246,362,2064,1057,2556,1317,1151,442,283,684,310,298,219,841,427,386,851,265,80,188,340,261,341,238,156,97,156,182,258,109,78,64,50,86,48,25,21,16,57,17,52,9,7
2020-05-05,25124,8244,925,2381,1471,4212,2834,3179,4183,1299,395,2115,1135,2633,1390,1211,472,296,713,342,315,226,862,455,409,903,270,83,207,353,275,355,247,162,99,161,187,264,113,78,65,56,92,48,25,24,16,61,17,52,9,7
2020-05-06,25623,8549,954,2464,1539,4420,2974,3345,4256,1327,426,2167,1225,2718,1437,1377,492,305,713,374,343,239,870,485,428,919,289,87,219,362,283,370,253,169,99,164,193,277,115,78,66,58,92,50,31,29,16,62,17,52,10,7
2020-05-07,26144,8807,985,2535,1600,4552,3111,3589,4345,1355,450,2208,1271,2797,1503,1414,513,316,769,396,369,238,891,508,449,944,297,87,231,374,294,388,260,172,102,165,202,285,121,91,67,61,114,51,31,31,16,62,17,53,10,7
2020-05-08,26243,8960,1025,2613,1669,4702,3241,3715,4399,1400,517,2227,1306,2874,1560,1447,530,320,812,409,383,242,905,534,483,960,294,88,243,384,298,399,266,181,107,168,213,304,124,90,67,61,121,52,33,31,16,63,17,53,10,7
2020-05-09,26612,9116,1066,2687,1715,4840,3349,3779,4530,1403,532,2267,1331,2932,1614,1490,551,330,827,421,390,242,921,558,494,967,313,88,252,398,304,418,270,191,108,174,221,311,127,90,67,66,131,52,35,34,16,64,17,53,10,7
2020-05-10,26641,9256,1094,2716,1721,4979,3406,3806,4555,1406,536,2286,1341,2967,1644,1508,564,331,839,430,393,243,931,578,503,971,310,91,265,400,304,422,272,200,111,174,221,323,127,90,67,67,133,54,35,34,16,64,17,53,10,7
2020-05-11,26988,9340,1117,2779,1735,5108,3459,3832,4584,1444,542,2308,1357,3008,1683,1540,575,346,850,435,403,251,945,591,514,987,312,94,271,409,311,430,274,208,113,180,225,328,130,98,70,68,133,54,36,34,16,65,17,53,10,7
2020-05-12,27284,9531,1146,2879,1779,5141,3601,3914,4674,1498,562,2347,1436,3041,1756,1578,600,355,892,457,435,266,962,614,529,1010,321,95,289,418,321,444,278,219,114,184,237,336,130,100,69,73,142,58,38,39,16,65,17,53,10,7
2020-05-13,27477,9714,1172,2957,1827,5315,3792,4094,4714,1517,595,2381,1483,3125,1809,1619,625,362,928,465,450,273,974,638,551,1062,331,97,306,421,321,462,278,231,115,188,247,350,134,103,69,75,150,58,40,39,16,66,17,53,10,7
2020-05-14,27641,9946,1235,3052,1875,5482,3928,4288,4787,1545,624,2417,1534,3219,1866,1646,641,371,956,480,473,287,983,672,566,1086,333,98,318,434,328,468,284,242,117,189,260,358,137,103,72,75,151,60,40,43,16,69,17,53,10,7
2020-05-15,27878,10148,1280,3136,1917,5592,4059,4422,4825,1588,651,2448,1581,3285,1911,1691,667,380,978,493,483,290,991,692,581,1150,343,98,336,445,332,479,285,253,122,193,271,368,137,113,72,77,151,64,42,44,16,69,17,53,10,7
2020-05-16,28049,10261,1318,3208,1964,5705,4129,4480,4881,1598,679,2479,1610,3339,1957,1741,676,380,1003,510,485,295,999,709,594,1192,347,98,346,453,334,489,288,259,122,195,286,375,137,123,73,78,171,64,42,44,16,70,17,53,10,7
2020-05-17,28232,10363,1343,3240,1973,5797,4177,4495,4891,1610,680,2491,1625,3408,1992,1751,686,385,1010,521,488,298,1001,731,600,1215,350,98,351,453,334,499,288,265,123,195,290,383,137,123,73,80,172,67,43,44,16,70,17,54,10,8
2020-05-18,28339,10439,1350,3279,1997,5862,4234,4515,4915,1649,687,2563,1657,3450,2023,1765,693,391,1015,527,489,301,1002,740,611,1224,358,100,355,459,346,506,288,270,124,198,297,392,138,123,74,80,172,68,44,44,16,71,17,54,10,10
2020-05-19,28558,10587,1388,3403,2052,5938,4379,4628,5017,1675,705,2581,1720,3472,2081,1824,693,399,1042,554,504,305,1031,757,631,1257,358,102,367,467,366,532,293,276,124,199,304,400,140,123,74,88,172,68,45,46,16,73,17,54,10,10
2020-05-20,28636,10749,1426,3497,2096,6066,4525,4770,5060,1697,747,2608,1781,3529,2123,1864,726,407,1075,570,522,305,1037,786,640,1299,377,107,393,481,376,538,299,283,125,202,310,407,144,138,77,90,190,69,49,46,16,73,17,54,10,11
2020-05-21,28743,10846,1460,3583,2144,6148,4607,4869,5129,1775,764,2629,1837,3583,2159,1913,728,416,1100,580,529,313,1044,818,668,1310,383,110,410,487,386,556,304,294,126,204,317,412,145,138,77,92,199,70,51,48,16,73,17,54,10,12
2020-05-22,28853,10985,1470,3666,2190,6228,4715,5010,5158,1808,775,2668,1872,3637,2207,1941,775,419,1136,595,541,315,1050,851,677,1324,386,113,424,496,391,579,307,302,126,205,322,418,147,147,79,93,204,72,52,50,16,75,17,54,10,12
2020-05-23,29031,11082,1478,3738,2233,6304,4790,5112,5223,1822,801,2668,1956,3675,2243,1964,778,425,1159,616,549,329,1050,861,682,1327,387,115,446,507,391,597,311,302,127,205,322,427,147,147,79,97,208,72,52,50,16,77,17,54,10,12
2020-05-24,29141,11138,1528,3754,2237,6372,4856,5136,5228,1827,801,2691,1969,3693,2277,1976,784,435,1171,625,551,336,1061,878,686,1332,380,116,456,510,391,608,311,317,127,205,326,432,148,147,79,97,209,72,53,50,16,78,17,54,10,12
2020-05-25,29229,11147,1533,3769,2252,6416,4885,5146,5241,1848,807,2691,1987,3742,2302,1984,790,440,1208,635,566,338,1070,890,689,1333,394,117,456,514,391,608,313,320,129,207,332,440,148,147,79,98,210,72,54,50,16,78,17,54,10,12
2020-05-26,29302,11194,1546,3819,2259,6473,4923,5163,5266,1896,810,2702,2002,3769,2333,2004,801,446,1236,652,580,343,1078,908,693,1352,394,119,477,517,394,634,318,325,129,210,335,440,148,147,79,101,214,72,54,50,17,79,17,54,10,13
2020-05-27,29484,11339,1581,3895,2319,6547,5083,5265,5334,1933,834,2723,2044,3803,2392,2030,844,466,1281,670,583,353,1095,942,689,1392,402,120,496,539,400,655,322,329,129,213,344,445,148,153,81,105,223,74,56,54,17,81,17,54,10,14
2020-05-28,29529,11409,1611,3993,2364,6640,5186,5373,5372,1973,860,2741,2098,3826,2428,2068,876,470,1338,693,591,356,1106,977,708,1421,406,125,506,550,409,677,325,335,131,214,345,453,151,163,82,106,232,74,57,54,17,84,17,55,10,15
2020-05-29,29646,11531,1619,4077,2413,6718,5270,5464,5406,1987,886,2767,2131,3868,2466,2110,919,483,1358,710,610,361,1111,1006,730,1436,406,132,524,568,418,693,329,344,132,215,356,460,151,164,82,107,238,74,59,59,17,85,17,55,10,15
2020-05-30,29710,11634,1652,4144,2447,6768,5330,5537,5464,2004,904,2786,2149,3912,2509,2125,929,487,1370,723,618,364,1118,1036,774,1443,417,133,531,588,431,711,334,351,133,215,361,462,153,170,82,112,238,75,60,62,17,89,17,55,10,16
2020-05-31,29784,11698,1675,4172,2451,6846,5390,5555,5491,2053,907,2791,2155,3944,2532,2134,937,494,1375,734,630,364,1118,1050,776,1445,417,133,535,592,431,718,334,356,136,215,366,466,153,170,82,113,245,75,61,62,17,89,17,55,10,16
2020-06-01,29917,11723,1683,4217,2460,7035,5412,5567,5516,2094,918,2801,2207,3970,2552,2143,948,500,1392,739,646,364,1123,1060,776,1458,417,133,555,595,439,720,334,362,136,217,368,468,154,170,82,113,245,76,61,62,17,89,17,55,10,17
2020-06-02,29968,11771,1716,4305,2530,7085,5525,5667,5553,2102,943,2835,2259,3972,2597,2197,961,501,1407,767,653,381,1129,1082,786,1474,417,136,561,607,442,732,339,367,138,222,373,470,157,170,83,113,256,78,65,62,17,94,17,55,10,17
2020-06-03,30019,11880,1744,4374,2566,7152,5621,5742,5570,2123,983,2870,2300,3989,2641,2207,999,501,1428,782,653,388,1135,1097,791,1494,431,142,574,616,450,742,341,375,140,226,375,473,159,170,83,117,265,78,66,62,17,95,17,55,10,17
2020-06-04,30174,11970,1776,4444,2607,7201,5736,5832,5595,2149,999,2883,2340,4007,2668,2231,1006,501,1445,794,653,401,1138,1126,795,1512,430,151,583,626,458,756,344,383,140,227,386,475,159,187,83,117,273,79,66,64,17,95,17,55,10,17
2020-06-05,30236,12049,1812,4529,2660,7235,5795,5898,5854,2174,1015,2912,2357,4038,2702,2258,1015,539,1454,803,676,408,1149,1159,805,1524,436,152,593,633,466,772,345,387,141,232,388,479,161,187,83,120,278,84,71,64,18,98,17,55,10,17
2020-06-06,30280,12106,1833,4607,2688,7289,5864,5931,5894,2178,1043,2925,2372,4055,2740,2292,1028,539,1461,811,689,417,1153,1181,815,1527,437,154,599,645,470,772,347,392,142,233,390,483,161,187,83,121,283,84,72,65,18,98,17,55,10,17
2020-06-07,30374,12176,1841,4632,2700,7316,5904,5943,5898,2180,1051,2936,2379,4071,2749,2303,1032,546,1472,817,692,418,1157,1197,815,1527,438,154,605,647,470,772,348,396,142,233,398,489,163,187,83,121,286,84,72,65,18,99,17,55,10,17
2020-06-08,30417,12214,1848,4657,2712,7353,5924,5953,5916,2208,1053,2944,2406,4084,2776,2316,1041,557,1477,837,718,421,1161,1208,823,1543,442,155,617,646,472,799,348,400,142,236,398,491,164,188,83,124,286,84,72,65,18,99,17,55,10,17
2020-06-09,30458,12303,1867,4745,2765,7408,6018,6014,5943,2285,1076,2957,2423,4097,2811,2339,1068,568,1496,847,729,435,1176,1228,845,1553,446,161,626,661,477,808,354,404,142,237,410,495,169,189,85,127,286,84,72,68,18,100,17,55,11,17
2020-06-10,30542,12377,1905,4854,2801,7454,6095,6062,5955,2329,1101,2968,2459,4120,2844,2355,1090,575,1514,868,744,437,1176,1267,851,1572,449,165,631,671,484,812,356,410,143,240,413,499,169,191,85,128,301,85,73,69,18,100,17,55,11,18
2020-06-11,30580,12443,1930,4934,2848,7492,6185,6113,5985,2375,1135,2987,2492,4146,2875,2380,1106,588,1520,868,755,441,1194,1280,862,1582,459,171,640,682,493,823,358,420,144,243,414,502,171,212,85,131,308,86,74,73,18,100,17,55,11,18
2020-06-12,30758,12489,1956,4978,2877,7538,6260,6162,5990,2418,1156,2996,2510,4159,2900,2396,1121,593,1534,881,769,466,1204,1305,881,1582,461,176,644,689,497,833,360,420,146,243,414,506,173,215,87,139,315,88,74,74,18,100,17,55,12,18
2020-06-13,30795,12621,1971,5076,2925,7576,6289,6211,6013,2447,1189,3004,2556,4186,2926,2413,1127,599,1541,889,773,472,1213,1314,885,1597,462,177,650,691,499,833,359,431,146,245,419,511,173,215,87,139,318,88,74,75,18,100,17,55,12,18
2020-06-14,30825,12659,1984,5099,2931,7624,6308,6215,6016,2451,1191,3014,2559,4201,2939,2422,1132,600,1546,891,773,474,1217,1329,885,1598,463,179,652,692,499,833,359,435,147,245,422,515,173,215,87,139,320,88,74,75,19,100,17,55,12,18
2020-06-15,30856,12708,2001,5114,2938,7647,6326,6243,6018,2494,1203,3018,2575,4204,2947,2433,1140,602,1552,895,774,482,1220,1335,887,1605,465,182,658,694,505,851,359,440,147,246,423,515,180,220,87,143,320,88,74,75,19,101,17,55,12,18
2020-06-16,30909,12792,2049,5200,2993,7664,6398,6276,6034,2529,1228,3042,2599,4210,2982,2447,1169,607,1570,915,785,493,1231,1344,891,1617,467,188,665,703,505,865,363,447,147,246,424,520,182,231,88,145,326,88,74,77,19,101,17,55,12,18
2020-06-17,30939,12835,2089,5271,3018,7733,6485,6319,6036,2575,1249,3062,2611,4219,2996,2475,1181,617,1583,938,790,498,1226,1357,909,1631,473,197,675,713,518,876,364,452,147,247,426,523,183,234,88,149,330,88,74,78,20,102,17,55,12,18
2020-06-18,30974,12869,2129,5355,3061,7769,6537,6361,6061,2605,1283,3062,2633,4226,3016,2491,1194,621,1586,938,810,508,1245,1376,945,1638,475,208,680,719,520,885,366,456,147,251,431,527,187,239,89,152,331,88,75,78,20,102,17,56,12,18
2020-06-19,31015,12902,2158,5426,3104,7799,6580,6399,6067,2636,1321,3084,2667,4238,3030,2516,1203,639,1602,938,822,515,1255,1393,958,1643,479,214,681,730,522,894,367,464,147,253,433,530,188,244,89,155,337,88,76,81,20,102,17,56,12,20
2020-06-20,31083,12924,2183,5494,3144,7827,6625,6419,6087,2642,1346,3104,2697,4251,3052,2536,1215,644,1607,938,838,524,1265,1404,965,1647,486,224,681,744,524,894,368,466,147,256,434,531,188,244,89,155,339,88,76,81,20,102,17,56,12,20
2020-06-21,31125,12939,2191,5515,3161,7857,6647,6423,6090,2643,1349,3105,2700,4260,3066,2540,1223,653,1611,938,839,526,1270,1412,965,1647,487,225,686,744,526,894,369,469,149,257,435,533,188,244,89,158,339,89,77,81,20,102,17,56,12,20
2020-06-22,31176,12974,2207,5566,3173,7873,6671,6426,6097,2648,1351,3117,2704,4263,3074,2553,1278,659,1620,978,841,531,1276,1416,970,1651,489,227,686,745,526,903,369,469,149,258,435,535,192,249,89,158,339,89,77,81,21,102,17,56,12,20
2020-06-23,31232,13025,2236,5626,3238,7889,6707,6464,6109,2695,1396,3134,2735,4277,3092,2569,1296,673,1645,989,864,542,1284,1425,976,1665,489,237,689,750,537,906,371,476,149,260,504,537,192,256,89,163,343,92,78,83,21,102,17,56,12,20
2020-06-24,31257,13076,2270,5725,3281,7937,6770,6518,6114,2698,1467,3152,2755,4287,3108,2578,1325,683,1661,1011,891,556,1293,1432,985,1667,489,240,690,757,538,912,372,480,149,260,505,541,195,257,89,163,347,92,78,84,21,103,17,56,12,20
2020-06-25,31301,14872,2317,5806,3327,7962,6810,6557,6133,2745,1495,3164,2772,4298,3129,2586,1336,693,1675,1016,896,567,1300,1441,987,1669,495,240,696,766,546,920,375,485,151,262,507,543,197,260,90,164,357,92,78,87,21,103,17,56,12,20
2020-06-26,31342,14914,2354,5868,3366,8012,6847,6579,6134,2770,1536,3190,2788,4307,3142,2595,1348,694,1700,1022,907,577,1304,1446,997,1673,498,249,704,766,553,927,377,489,151,265,507,546,202,266,90,166,365,92,78,88,22,103,17,56,14,20
2020-06-27,31368,14948,2388,5899,3390,8040,6873,6603,6153,2776,1580,3190,2804,4311,3157,2616,1353,711,1724,1035,919,584,1310,1452,1004,1674,500,259,704,777,554,927,384,491,152,268,507,548,202,267,91,167,367,93,78,91,22,104,18,56,14,20
