,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-08-18,110415,4371,194920,53487,638140,53631,51255,16593,13325,579932,241677,5349,28321,210924,81847,53201,34874,40299,139125,4213,101235,124063,103402,66092,73207,70055,5846,30825,62639,7017,188098,23579,426571,146779,8782,109910,49312,23676,130247,27713,20692,107672,10441,135770,573798,47157,1530,108282,68922,8738,66196,3360
2020-08-19,111696,4438,195557,54216,647274,53901,51314,16643,13354,584047,243982,5609,28680,213220,82336,53523,35419,40926,139903,4235,101649,124415,104091,66618,74555,71285,5956,31040,63028,7036,188427,23749,427202,147925,8968,110881,49923,23870,130905,27934,20795,108411,10566,137800,579406,47521,1533,109019,69662,8807,67493,3431
2020-08-20,112737,4520,196280,54765,652267,54230,51432,16718,13409,588602,246741,5844,29110,215052,83277,54533,35907,41626,140821,4253,102229,124728,104618,67308,75449,72353,6072,31348,63584,7050,188527,23951,427803,149904,9242,112003,50669,24165,131692,28143,20871,109320,10691,139175,584628,47982,1537,109879,70180,8987,68233,3457
2020-08-21,114212,4588,196899,55652,658900,54230,51519,16770,13469,593286,249630,6072,29364,217345,84317,55331,36895,42265,141720,4286,102899,125216,104618,68133,76323,73623,6216,31626,64433,7071,188817,24095,428512,151910,9474,113046,51746,24421,132417,28846,21022,110378,10884,140844,590409,48445,1541,110857,71007,9077,69059,3524
2020-08-22,114809,4677,197895,56199,664435,54883,51519,16828,13534,597597,252222,6356,29659,219701,85317,55996,37388,43066,141720,4318,103523,125360,106044,68867,77268,74952,6376,31780,65069,7094,189346,24302,429165,153640,9736,114165,52599,24710,133160,29577,21022,111295,11135,142083,594188,48814,1553,112072,71471,9185,70009,3543
2020-08-23,115485,4741,198103,56574,669280,55143,51519,16895,13534,600571,253949,6600,29845,221594,85932,56446,37658,43066,142943,4336,104102,125360,106808,69584,77894,75783,6429,31889,65601,7107,189494,24396,429737,155113,9876,114802,53165,24937,133679,29896,21022,111988,11276,143937,598910,49115,1557,112960,71814,9273,70462,3578
2020-08-24,116045,4810,198414,56894,675561,55341,52011,16942,13639,602829,256253,6769,30057,223206,87592,56909,38546,43898,143566,4357,104669,126022,107686,70298,78405,76597,6489,32047,66010,7140,189719,24542,430145,156396,10000,115651,53522,25155,134204,30618,21302,112551,11425,144604,603381,49364,1566,113623,72161,9315,70854,3603
2020-08-25,118190,4843,199273,57374,681032,55800,52040,16962,13684,605502,258354,6984,30465,224887,88421,57606,38861,44568,144116,4369,105046,126420,108637,70707,79206,77390,6624,32348,66413,7156,190021,24606,430774,157741,10229,116495,54172,25391,134760,30720,21372,113488,11505,145417,609534,49767,1572,114626,72634,9399,71492,3632
2020-08-26,119904,4895,199459,58023,687004,55993,52220,16986,13684,608722,260590,7260,30771,227043,89359,58807,39880,45230,144960,4389,105486,126756,109480,71236,80110,78743,6785,32727,66666,7156,190306,24732,431340,158985,10467,117584,54838,25571,135279,30744,21454,114093,11571,147353,615772,50174,1577,115448,73217,9544,72260,3680
2020-08-27,121041,4974,200139,58745,691821,56343,52350,16976,13794,611991,263074,7566,31113,228750,90504,61488,40360,45978,145637,4414,106063,127124,110343,72390,80695,80214,6929,33101,67220,7194,190613,24920,432131,161076,10800,118828,55550,25761,135912,31383,21589,114598,12194,149179,619814,50557,1586,116569,73801,9633,73138,3733
2020-08-28,122879,5092,200658,59583,697385,56773,52495,17083,13851,615806,265372,7830,31376,231186,91313,62828,41050,46757,146243,4436,106664,127584,111136,73240,81294,81672,7063,33436,67852,7216,190971,25042,432767,162491,11110,120124,56260,26054,136781,31988,21683,115951,12517,150815,625053,50948,1589,117592,74420,9826,73981,3803
2020-08-29,124155,5182,201287,60378,702038,57040,52495,17349,13925,619003,267758,8139,31668,233066,92434,63612,41595,47577,146243,4492,107294,128030,111136,74257,82029,83168,7251,33753,68461,7246,191320,25178,433402,165076,11484,121320,57353,26293,137576,32550,21683,117249,12942,152280,630092,51406,1605,118809,74885,9970,74800,3795
2020-08-30,124944,5226,201661,60856,705951,57223,52495,17343,13959,621586,268973,8339,31858,235058,93313,64599,41761,48031,147867,4514,107791,128229,112526,75189,82676,84474,7340,34046,68908,7254,191611,25283,434100,166127,11702,122260,58119,26554,138134,32848,21683,118324,13322,153115,632865,51854,1616,119747,75195,10109,75337,3829
2020-08-31,126500,5263,201835,61224,712475,57424,52879,17429,13992,623471,270471,8472,32081,236724,94196,65139,42599,48396,148193,4529,108249,128533,113025,75864,82950,85635,7421,34287,69228,7275,191960,25352,437154,167309,11816,123155,58733,26713,138795,33199,21949,118992,13509,154933,636201,52107,1624,120594,75502,10249,75603,3850
2020-09-01,127234,5297,202342,61497,715617,57775,53006,17535,14049,631040,272697,8653,32353,238216,94891,65847,42962,49185,148882,4549,108863,128888,113820,76355,83584,86738,7509,34574,69633,7297,192290,25460,437757,169424,12000,124606,59398,26946,139548,33421,22002,119846,13749,156329,641231,52403,1635,121615,75977,10513,76584,3874
2020-09-02,128240,5362,202861,62112,721281,58019,53108,17549,14077,633442,274613,8991,32664,240344,95750,66463,43847,49991,149838,4568,109319,129182,114468,77085,84365,88216,7691,34995,69872,7309,192595,25612,438405,170553,12267,125767,60118,27075,140532,34003,22078,120503,14003,157831,645406,52822,1637,122518,76537,10658,77129,3911
2020-09-03,129225,5464,203953,63081,726018,58287,53209,17653,14135,637013,277288,9202,32927,241704,96854,67691,44394,50885,150651,4618,110012,121546,115242,78123,85116,89639,7871,35469,70223,7347,192973,25812,439322,172201,12629,127112,61027,27336,141570,34198,22143,121696,14337,159546,648964,53326,1637,123637,77034,10855,77856,3941
2020-09-04,130373,5584,204681,64175,730662,58287,53365,17752,14186,640211,279354,9473,33193,247298,97884,68744,45365,51677,151473,4633,110831,121758,116295,78966,85939,91228,8019,35661,70712,7368,193422,25902,440192,174253,12973,128444,62040,27601,142495,34241,22243,123325,14596,160597,654952,53839,1642,124738,77559,11042,79354,3990
2020-09-05,130914,5677,205517,64690,735314,58986,53365,17892,14238,643867,281548,9693,33474,250102,98961,69690,45656,52464,151473,4633,111607,122196,117191,79880,86478,93171,8164,35805,71102,7424,193747,26048,441012,175815,13334,129785,63187,27856,143280,34492,22243,124289,14889,162362,659411,54272,1647,125727,77979,11293,80300,3990
2020-09-06,131690,5760,205767,65377,738856,59271,53365,18043,14279,646431,283199,9855,33664,251515,99804,70215,45830,52774,152868,4683,112119,122562,117191,80587,86888,94492,8264,35886,71610,7447,194058,26107,441748,176901,13631,130558,63607,28044,143824,34533,22243,124952,15109,164126,661911,54660,1648,126926,78295,11418,81193,4032
2020-09-07,132221,5793,205964,65727,740965,59484,53365,18249,14315,648269,283807,9959,33738,252884,100394,70537,46337,53064,153177,4701,112883,122791,118403,81225,87130,95406,8316,35975,71967,7476,194390,26144,442315,177919,13801,131336,64220,28190,144540,35375,22243,125607,15300,165109,662778,55033,1651,127571,78492,11575,81760,4032
2020-09-08,133005,5828,206045,66021,744344,59671,53782,18308,14362,650092,285350,10025,33978,254276,100780,71019,47012,53319,153433,4714,113239,122962,118902,81608,87379,96181,8381,36469,72104,7494,194667,26181,442817,178635,13872,131992,65053,28356,145156,35504,22592,125908,15403,165754,666409,55359,1654,128407,78781,11662,82477,4105
2020-09-09,134061,5891,206541,66406,747290,59911,53871,18308,14387,652259,287300,10123,35353,255613,101485,71595,47424,53977,154955,4713,113575,123143,119872,81868,87805,97504,8468,36917,72258,7494,194994,26268,443409,179536,14110,132965,65929,28471,146029,35507,22676,126213,15571,166606,671279,55673,1656,129289,79280,11814,83334,4152
2020-09-10,135138,6012,207002,66804,750961,60175,54093,18466,14412,654731,289123,10292,34617,257566,102243,72458,47802,54772,155419,4760,114078,123546,120846,82249,88322,98738,8663,37373,72546,7573,195414,26429,444071,180754,14443,134086,66700,28654,146696,36279,22782,126592,15834,168237,673462,56019,1661,130525,79880,12016,84881,4199
2020-09-11,136107,6104,207523,67911,754905,60482,54326,18559,14493,658381,290781,10459,34950,259879,103505,73399,48370,55704,156174,4792,114724,123986,122251,82716,89175,100268,8785,37851,72806,7620,195888,26563,445102,182286,14684,135326,67642,28865,147703,36581,22905,129046,16117,169859,679032,56675,1668,131640,80374,12177,86250,4264
2020-09-12,137166,6207,208128,69710,758933,60896,54326,18726,14493,661571,292905,10588,35167,261999,104561,74205,48658,56415,156174,4834,115533,124540,123058,83588,89620,102290,8925,38120,73220,7652,196337,26661,446028,183738,15151,136568,68659,29156,148635,37092,22905,129978,16437,170891,681899,57247,1677,132868,80738,12528,87603,4297
2020-09-13,137861,6268,208512,70219,761728,61313,54326,18849,14592,663994,294314,10700,35279,263459,105804,74676,48766,56945,157455,4863,116110,124826,123058,84311,89874,103997,9021,38188,73537,7696,196634,26761,446862,184936,15577,137405,69354,29337,148635,37380,22905,131864,16638,171824,686166,57875,1684,133814,81056,12705,89185,4346
2020-09-14,138619,6343,208725,70627,765134,61687,54895,18937,14622,665730,295337,10779,35532,264831,106540,75064,49660,57282,157947,4904,116646,125080,124287,84949,90018,105278,9107,38642,73814,7714,196968,26842,447524,185780,15831,138484,70223,29337,150000,37750,23130,132680,16801,174274,690216,58438,1696,134571,81392,12830,89956,4394
2020-09-15,139660,6384,209209,71497,768204,62099,55031,19137,14687,668846,296994,10844,35810,266295,107229,75721,49989,58000,158318,4918,117245,125393,124976,85351,90523,106637,9244,38970,74040,7750,197404,26923,448213,186887,16064,139485,71314,29662,151044,38172,23250,133470,16994,175231,697241,59000,1702,135514,81776,12986,91304,4440
2020-09-16,140423,6432,209907,72219,771321,62686,55166,19234,14743,671201,299056,10946,36093,268238,107809,76652,50720,58764,158826,4941,117888,125699,125742,85813,91234,107853,9431,39419,74248,7781,197792,27041,448897,188024,16333,140518,72284,29850,151850,38284,23358,134122,17291,177087,701187,59747,1702,136359,82193,13202,92712,4566
2020-09-17,141454,6537,211660,73211,775037,63145,55386,19318,14790,674456,300903,11105,36489,270294,108646,77204,51164,59370,159304,4962,118519,126128,126722,86722,91935,109557,9647,39921,74595,7781,198361,27199,449922,189576,16723,141585,73318,30060,152775,38867,23488,135446,17686,178140,705749,60658,1705,137460,82610,13434,94746,4652
2020-09-18,142768,6644,212942,74082,779491,63750,55527,19366,14852,677660,302854,11217,36959,272517,109683,78839,52125,60128,160283,5002,119062,126582,127500,87807,92432,111390,9871,40387,75096,7861,198848,27350,450753,190973,17230,142596,74567,30342,153522,39684,23620,136318,18075,180497,709198,61775,1706,138702,83239,13685,97279,4747
2020-09-19,143578,6729,213551,75160,783313,64356,55527,19449,14902,681233,305021,11326,37247,275041,110759,79804,52486,61106,160283,5034,119744,127181,128087,88721,93087,112864,10163,40797,75419,7920,199309,27512,451655,192247,17607,143547,75804,30599,154236,40993,23620,137240,18444,181439,712051,62852,1710,139655,83622,13889,99562,4781
2020-09-20,144325,6822,214021,75723,786168,64857,55527,19566,14955,683754,306155,11403,37491,276443,111505,80410,54905,61542,161219,5077,120156,127540,128087,90017,93364,114170,10299,41083,75804,7947,199762,27579,452507,193547,17958,144309,76807,30801,154867,41838,23620,137708,18696,183514,717727,63772,1715,140511,83925,14062,101227,4872
2020-09-21,145202,6892,214251,76364,790096,65399,56024,19667,14978,685439,307339,11459,37901,277920,112027,81007,55222,61917,161462,5106,120568,127796,129662,90942,93556,115537,10429,41388,76036,7952,200154,27683,453142,194355,18244,145165,77908,30995,155693,42476,23932,138124,18869,184409,739487,64394,1719,141138,84270,14181,102498,4944
2020-09-22,145859,6936,214846,76981,793065,66053,56160,19761,15021,687909,308294,11522,38347,279453,112626,81618,56248,62731,162214,5146,120912,127969,130357,91422,94021,116612,10700,41785,76298,7990,200580,27790,453730,195548,18508,145850,79072,31313,156477,42596,24044,140789,19189,185148,746471,65044,1721,142010,84814,14394,104170,5016
2020-09-23,146897,7004,215284,77963,796436,66669,56315,19830,15050,690499,310161,11689,38743,281303,113337,82871,56577,63515,162645,5170,121297,128512,131259,92100,94573,118205,10912,42278,76807,8007,200988,27987,454299,196500,18981,146753,80161,31503,157336,42660,24177,141686,19634,186798,747945,65921,1722,142590,85397,14515,105932,5169
2020-09-24,149263,7132,215852,79049,799516,67217,56472,19947,15106,693040,311698,11779,39234,283559,114236,83991,57713,64158,163222,5214,121800,128993,132337,93012,95310,119561,11242,42731,77197,8044,201216,28224,455400,198187,19451,147744,81244,31865,158181,43842,24311,142707,20097,187690,752811,67119,1724,143492,86422,14719,108324,5305
2020-09-25,150239,7254,216367,79946,803660,67926,56587,20085,15163,695887,312514,11891,39757,286332,115407,85031,58101,65066,163928,5234,122359,129481,133377,94189,96032,121456,11564,43162,77753,8085,202100,28487,456400,204330,19885,148894,82520,32314,159014,44905,24181,143902,20554,189454,756802,68530,1731,144433,87062,14962,110828,5420
2020-09-26,150965,7367,216826,80755,807451,68510,56587,20156,15215,698682,313873,12018,40296,288773,116549,85908,58105,66036,163928,5258,122972,130050,134373,95659,96677,123506,11907,43596,78355,8121,202850,28692,457573,206060,20380,150009,83510,32581,159933,45413,24181,145273,21133,190891,760281,69547,1739,145408,87519,15167,113645,5465
2020-09-27,151604,7481,217237,81242,809890,69079,56587,20260,15250,700564,314685,12116,40501,290373,117450,86624,59596,66491,164851,5287,123403,130642,134373,96734,96859,125026,12107,44063,78728,8172,203548,28844,458605,207349,20724,150809,84333,32820,160744,46304,24181,145887,21541,192995,765003,70615,1742,146144,87897,15351,115862,5633
2020-09-28,152350,7597,217510,82049,812711,69490,57147,20389,15264,701302,315281,12203,40923,292082,118322,87257,59931,66939,165091,5300,123880,131072,135702,97638,97049,126265,12413,44578,79191,8208,204107,28985,459574,208226,20983,151802,85194,32994,161594,47422,24424,146455,21738,193732,767990,71442,1745,146593,88291,15516,117588,5754
2020-09-29,153584,7722,218184,82755,815654,70025,57329,20531,15300,704568,316306,12290,41434,293448,119066,88235,60911,67856,165624,5337,124311,131584,136820,98447,97638,126531,12724,45044,79595,8233,204563,29157,460553,209136,21401,152907,86219,33291,163180,48467,24556,147634,21997,194611,774438,72136,1749,147516,88823,15693,119955,5821
2020-09-30,154772,7824,218507,83697,819115,70536,57550,20613,15326,706516,318026,12410,42048,295720,120019,89247,61175,68840,166033,5389,124725,132116,138014,99134,98190,126715,13071,45564,79980,8266,205275,29435,461537,210632,21846,153987,87199,33509,164099,48755,24748,147942,22389,196139,778057,73042,1752,148271,89463,15850,122274,5948
2020-10-01,155727,7948,219212,84821,822205,71218,57742,20787,15358,709144,319359,12515,42561,297884,121176,90428,62368,69728,166584,5428,125510,132870,139012,100200,98886,126906,13500,46185,80410,8317,205889,29661,462861,212898,22218,155314,88369,33862,165044,49067,24914,148323,23136,197432,781843,74050,1755,148721,90179,16026,125161,6083
2020-10-02,157402,8073,219763,85779,826013,71898,58297,20937,15423,711804,320634,12601,43238,300340,122640,91482,62597,70727,167401,5466,126222,133631,139996,101366,99558,130981,13855,46977,81182,8534,206629,30000,464620,214684,22694,156809,89559,34163,166238,49747,25076,149185,23522,198403,787698,75157,1768,149687,90821,16307,127906,6214
2020-10-03,158181,8217,220399,86525,829521,72555,58297,21125,15473,714591,322169,12734,43702,302782,124059,92301,62632,72001,167401,5484,126819,134303,141271,102787,100167,132630,14356,47403,81708,8597,207576,30296,466307,216886,23134,157966,90748,34511,166238,50375,25076,150891,23986,199595,793064,76225,1778,150803,91290,16481,130798,6365
2020-10-04,158717,8405,220754,87013,832713,73076,58297,21243,15519,716459,322925,12804,43964,304235,125146,92744,63813,72617,168294,5519,127290,134947,141271,103826,100488,134079,14635,47807,82100,8645,208202,30477,467693,217496,23550,158907,90748,34770,168126,50675,25076,151582,24418,201210,795520,77618,1785,151870,91709,16635,132663,6504
2020-10-05,159476,8613,221070,87430,835507,73537,59120,21363,15547,717874,323714,12854,44422,306088,125976,93260,64018,73158,168512,5544,127791,135462,142726,104799,100703,135374,14847,48259,82437,8645,208713,30632,468840,219754,23862,159964,91982,35049,169101,51305,25419,152159,24598,203699,799793,78723,1817,152557,92136,16749,134359,6629
2020-10-06,160485,8752,221934,88071,838202,74191,59241,21466,15652,720125,324650,12937,45082,307705,126946,93805,65215,74194,169044,5565,128204,135957,143877,105740,101678,136327,15347,48757,82916,8731,209342,30947,469989,221258,24364,161299,93346,35339,170224,51737,25596,152970,24876,205375,806225,79439,1821,153182,92692,16942,136379,6770
2020-10-07,161085,8878,222538,88880,841928,74922,59364,21550,15652,722707,326142,13045,45753,310335,128227,95093,65317,76587,170097,5603,128664,136492,145092,106651,102241,137420,16063,49396,83347,8731,209850,31372,471207,222969,24857,162723,94352,35634,171527,51768,25776,153705,25906,207455,811391,80446,1827,153691,93450,17150,138698,6899
2020-10-08,162683,9005,223401,90145,845270,75785,59748,21682,15765,726013,327407,13146,46426,313429,129677,96657,67006,77455,170621,5638,129425,136936,146493,107922,102819,138987,16677,50059,83827,8878,211148,31756,473285,225397,25384,164262,95564,36116,172948,52294,26045,154755,26441,209447,815327,81947,1838,155535,94143,17333,141830,7092
2020-10-09,163897,9182,224084,91312,849076,76619,60038,21827,15843,728921,329032,13300,47088,316546,131493,97881,67276,78456,170878,5665,130159,137701,147816,109312,103681,141003,17399,50059,84593,8970,212013,32241,474894,227431,26039,166102,97088,36526,174329,52892,26294,155676,27215,211003,819912,83290,1846,156649,94691,17707,144818,7335
2020-10-10,164698,9431,224978,92220,852410,77642,60038,21998,15918,728921,330269,13371,47701,319451,133411,99042,67359,79445,170878,5695,130795,138340,149453,110828,104638,145682,18117,51887,85399,9092,212877,32722,476397,229752,26627,167458,98621,36924,175797,53364,26294,156621,27947,212649,824119,84644,1857,157905,95539,17927,147560,7455
2020-10-11,165414,9686,225575,92833,855190,78461,60038,22130,15984,734491,331409,13472,48066,322178,134981,99943,68984,80292,172059,5720,131357,138903,149453,112268,104932,145938,18702,52382,85779,9143,213628,32983,477671,231471,27264,168749,99387,37255,176781,53671,26294,157406,28564,214717,826196,85844,1868,158716,95914,18132,150236,7611
2020-10-12,166514,9877,226050,93487,857913,79037,61377,22289,16022,736024,332311,13514,48663,324918,136555,100453,69304,80930,172119,5752,131861,139663,151396,113439,105228,146154,19125,52839,86348,9208,214097,33362,478925,232747,27736,170179,100184,37467,177819,54234,26294,158055,28925,217682,828815,86832,1876,159570,96521,18281,152192,7802
2020-10-13,167396,10028,226734,94167,861310,80085,61697,22394,16068,738749,333304,13575,49247,327771,138104,101422,70507,81691,172801,5780,132343,140412,152862,114574,105941,146359,19611,53543,86835,9279,215085,33713,480129,234481,28244,171626,101493,37780,179651,54540,26960,158883,29339,218829,834761,87819,1886,160805,97240,18557,155471,7964
2020-10-14,168620,10170,227635,95246,865204,80777,61861,22465,16132,741632,334601,13674,49892,330637,139269,102904,70772,83013,173121,5816,132918,140992,154455,115943,106817,150794,20210,54467,87314,9349,216023,34290,481227,236407,28947,173665,102615,38160,180935,55516,27164,159809,30215,220538,840829,88963,1889,161610,97938,18823,158578,8177
2020-10-15,169845,10323,228748,96524,868148,81918,62028,22560,16166,744988,336241,13764,50610,334651,141212,104056,72294,84195,173864,5834,133548,141579,156913,117106,108139,152662,20933,55428,87969,9426,216994,34958,482765,238939,29653,175843,103836,38525,182486,56085,27438,161106,31012,222827,845717,90461,1903,162941,98713,19084,162325,8375
2020-10-16,171157,10549,229486,97539,871253,83230,62830,22724,16255,748437,337850,13853,51704,339757,143495,105746,72531,85506,174638,5863,134329,142346,159119,119396,109255,154923,21595,56714,88685,9514,217804,35770,484512,241623,30517,177991,105308,38935,184165,56412,27691,162253,31805,223493,851830,91957,1915,164124,99539,19586,166186,8665
2020-10-17,172137,10760,230459,98422,873614,84369,62830,22942,16334,752481,339384,13949,52582,343386,145977,106698,72649,86797,174638,5912,135127,142930,161105,121090,110006,157108,22225,57332,89652,9625,218738,36343,486207,243725,31261,180225,106468,39315,185668,56650,27691,163214,32611,226139,856684,93297,1926,165238,100105,19805,166186,8816
2020-10-18,173002,10980,231149,99066,875692,85302,62830,23093,16370,755020,340558,14031,53092,347631,147582,107334,74235,87607,175781,5937,135657,143660,161105,122812,110006,158955,22821,58068,90261,9625,219647,36788,487719,246028,31978,181787,107299,39532,186754,57293,27691,163990,33269,228744,862191,94394,1937,166138,100572,20081,166186,9025
2020-10-19,174078,11182,231897,99597,879645,86374,64021,23196,16395,756727,341310,14068,53790,350744,149166,108060,74691,88247,175982,5961,136154,144488,164123,124439,110592,160437,23390,58817,90843,9746,221205,37302,488928,247172,32637,183624,108073,39794,188381,57950,28347,164609,33836,232061,865445,95562,1946,166828,101064,20293,183142,9311
2020-10-20,175210,11391,232937,100441,883746,87582,64455,23325,16445,760389,342438,14156,54663,354457,150664,109202,76048,89544,176681,5987,136744,145464,165994,125531,111322,161849,24093,59409,91499,9828,222193,37896,490166,248750,33666,185639,109548,40136,189970,58643,28649,165493,34457,233569,870980,96643,1956,167754,101864,20520,187828,9526
2020-10-21,176605,11602,233912,101596,886939,88849,64871,23375,16498,762533,343750,14233,55650,358799,152396,110250,76464,90996,177399,6024,137236,146166,167872,126591,112123,163275,24712,60308,92064,9917,223223,38715,491882,250592,34165,188005,110855,40443,191333,58830,29123,166357,35044,235861,877928,98006,1971,168772,102567,20735,192191,9848
2020-10-22,180437,11835,234906,102798,893364,90222,65373,23528,16537,768091,345535,14335,56600,363740,155246,111733,77905,92299,178171,6063,137979,147215,170076,128152,113081,165210,25640,61285,92853,9994,224385,39377,493774,252992,35052,190430,112483,40443,193401,59037,29594,167485,36017,237907,880754,99549,1987,170104,103379,21057,195823,10119
2020-10-23,182567,12113,235882,104135,898799,91572,66052,23687,16609,771780,347759,14464,57673,368740,157713,113376,78333,93748,178870,6094,138691,148285,172122,129863,113876,167193,26503,62510,93665,10112,225430,40168,495608,255708,35939,192948,113856,41348,195655,60984,30118,168549,37202,241513,887961,101509,2016,171284,104328,21393,200466,10545
2020-10-24,183831,12485,236772,105318,903684,93400,66052,23847,16706,776251,349605,14553,58694,374901,160454,114836,78405,95480,178870,6136,139487,149488,175612,132122,115088,169829,27142,63215,94812,10238,227339,41040,497732,258292,36874,195806,115685,41739,197370,61280,30118,169341,38141,244087,897630,103117,2043,172372,105069,21716,205139,10805
2020-10-25,184723,13008,238163,106115,906596,95089,66052,23961,16767,778636,350923,14672,59344,378958,162607,116238,80229,96942,179842,6199,140279,150565,175612,133802,115088,171796,27880,63797,95703,10328,228468,41863,499652,260099,37719,198115,116736,42101,198713,62503,30118,170678,39203,247587,901131,104882,2073,173371,105665,21907,208917,11041
2020-10-26,185938,13356,238964,106727,910438,97300,68099,24168,16812,782013,351881,14709,60041,383687,164581,117198,80632,97866,180069,6251,140844,151777,179669,135372,115763,173514,28501,64499,96178,10397,229684,42586,501197,261742,38241,200231,117399,42436,201248,63135,31024,171501,39741,249866,907706,106083,2083,174275,106212,22224,211928,11477
2020-10-27,187267,14798,240122,107679,914888,98733,68637,24249,16906,786311,353372,14773,60923,387687,166564,118563,83361,99637,180991,6309,141741,153037,182344,137536,116617,175130,29346,65376,96908,10530,231331,43169,502978,263883,39130,202740,118409,42808,203520,63497,31445,172579,40730,251774,914584,107228,2113,175409,106963,22710,217429,11806
2020-10-28,188775,15155,241165,108640,919276,100208,69127,24392,16973,790426,355025,14834,61785,393797,169112,120635,83685,101494,181443,6386,142425,154218,185934,139444,117617,177319,29966,66545,97479,10641,232997,43826,504689,266136,39907,205347,119152,43228,205852,63587,31944,173491,42000,254220,921888,108803,2120,176754,107843,23067,221559,12146
2020-10-29,190113,15522,242480,109712,923648,102014,70446,24553,17074,794624,356848,14911,62746,400159,172730,122950,86438,103305,181837,6466,143387,155564,190043,142311,118587,177707,30853,68150,98552,10768,234547,44904,507040,269021,41130,208937,120193,43793,208087,64798,32312,174591,43000,256880,928809,110640,2141,178183,108954,23466,226704,12507
2020-10-30,191932,15908,244045,110874,928028,104426,71207,24751,17144,800216,358225,15003,63810,408648,175893,125722,86900,105242,182270,6566,144314,157146,193388,145465,119336,183129,31916,69645,99784,10884,236523,45909,509368,271830,42483,212782,121495,44388,210586,65743,32874,175594,44559,259488,934760,112932,2155,179639,109932,23992,232061,13028
2020-10-31,193613,16355,245946,112190,932143,107350,71207,24951,17266,802547,360790,15071,64608,416547,179358,128510,86943,107219,182270,6662,145281,158576,197406,148472,120160,185992,32801,70732,100761,11084,237886,46490,511761,274635,43916,215697,122762,44921,212791,66128,32874,176612,45992,260672,942850,114656,2179,181190,110808,24460,237869,13298
2020-11-01,194458,16705,247473,113057,935878,109910,71207,25126,17369,807412,361982,15154,65088,423527,182108,130974,90290,108642,183341,6711,146145,159707,197406,150672,120500,188325,33495,71666,101477,11214,239629,47232,513883,276692,45043,219000,124111,45429,214416,66661,32874,178023,47324,261426,975717,116510,2196,182392,111848,24883,241422,13723
2020-11-02,195692,17057,248139,113641,940411,112147,73858,25311,17438,812063,362921,15231,65845,429749,185185,132516,90738,109670,183616,6798,146995,160549,204326,153620,120865,191223,34252,72620,102114,11320,240997,48104,515753,278028,46015,221909,125195,45978,217243,68172,34120,178917,47850,264587,982529,117706,2219,183418,112593,25238,244927,14167
2020-11-03,197504,17448,249818,114519,945401,114709,74843,25426,17524,816700,394526,15318,67024,436265,188066,134326,93430,111379,184769,6925,147766,161585,207763,157096,121509,193441,35159,74060,103025,11448,242825,49240,517822,280377,47187,226138,126526,46460,220074,68943,34543,179952,48854,266357,992250,119375,2237,184679,114127,25596,251031,14621
2020-11-04,198927,17860,250633,115812,950920,117637,75373,25534,17601,821123,397137,15473,68314,443803,191764,137214,93929,113009,185144,7071,148766,163299,212160,160923,122275,196253,35955,75888,104093,11563,245257,50251,519890,282802,48301,230209,127772,47049,222883,69020,35122,180870,49791,269802,1003342,121485,2267,185836,115251,25988,257287,15044
2020-11-05,200528,18174,252768,117360,956854,121006,77060,25753,17682,827380,399625,15572,69579,453738,196176,142491,98766,115277,185825,7260,149964,165161,218263,164865,123887,200042,36968,78012,105360,11808,247219,51110,523107,285661,49837,235170,129873,47839,225698,69416,35750,181639,51151,271771,1014091,124292,2303,187202,117023,26547,263571,15409
2020-11-06,202131,18699,254764,119230,963211,124469,78125,26035,17792,832625,402427,15691,70909,465540,200823,145866,99552,117505,186695,7444,151505,167274,222509,170307,124854,204404,37947,80693,106922,12012,249380,52394,526318,288569,51602,240178,131751,48608,229346,70519,36380,182872,52639,273144,1023763,127279,2326,188770,118771,27087,269982,16405
2020-11-07,203518,19306,257384,120828,969362,127967,78125,26258,17891,837077,405037,15819,72312,477978,205722,150254,99772,119661,186695,7600,152915,169576,229073,174954,125885,208941,38948,82395,108746,12241,252582,53671,530218,291245,53204,245727,131751,49587,232493,71532,36380,184742,53976,278215,1031453,130235,2347,190873,120221,27609,277503,16597
