FIPS,Lat,Long_
19029,41.33149454,-94.92792482
26027,41.91522292,-85.99405727
27021,46.95043611,-94.32603968
29037,38.64789422,-94.353399
31025,40.90899107,-96.13971217
38017,46.93201724,-97.2444719
48067,33.07499881,-94.34646905
16031,42.28347888,-113.6012409
48069,34.53016752,-102.2617243
37033,36.39312665,-79.33353281
22025,31.66778967,-91.84526385
37035,35.66211129,-81.2132617
13047,34.89872298,-85.13757014
35003,33.91514144,-108.4046587
36009,42.24778241,-78.67923096
36011,42.91261714,-76.55731592
24015,39.56647682,-75.94627411
19031,41.77233777,-91.13246684
29039,37.72391475,-93.85445441
31027,42.5988851,-97.25311951
,39.37231946,-111.5758676
42027,40.92058903,-77.82200624
19033,43.08177563,-93.2612239
8015,38.74745778,-106.1926573
1017,32.91360079,-85.39072749
48071,29.70972016,-94.67154501
17019,40.13919438,-88.20046615
39021,40.13923427,-83.76875242
29041,39.51499357,-92.9629191
24017,38.51092331,-76.98580666
51036,37.35358063,-77.05634116
46023,43.20660134,-98.58856175
45019,32.82487866,-79.96512315
26029,45.37790017,-85.19614053
12015,26.90131002,-81.92949121
51037,37.01909701,-78.66314092
51540,38.03527919,-78.48569588
13049,30.78371028,-82.13951596
20017,38.30292938,-96.59563862
13051,32.00043026,-81.12489526
37037,35.70394416,-79.25541492
13053,32.34341231,-84.78809239
13055,34.47197698,-85.34535662
20019,37.14994405,-96.2454192
36013,42.2276921,-79.36691763
35005,33.36406072,-104.4665365
47021,36.26136216,-87.08903581
26031,45.44787015,-84.50122149
53007,47.87046092,-120.6173956
36015,42.13891056,-76.7638805
36017,42.49430041,-75.60887553
1019,34.17805983,-85.60638968
13057,34.24393976,-84.47431861
19035,42.73538914,-95.62389402
20021,37.16928494,-94.8462897
37039,35.1349263,-84.05970864
40021,35.90692775,-94.99980896
45021,35.05122251,-81.61828622
48073,31.837258,-95.16559897
31031,42.54502621,-101.1244332
51550,36.67670048,-76.30545744
33005,42.92015988,-72.25311043
42029,39.97291773,-75.74768357
45023,34.69249168,-81.1583216
47023,35.42527478,-88.6095842
45025,34.64137396,-80.1564014
51041,37.37373208,-77.5868014
8017,38.82777431,-102.6032558
20023,39.78580976,-101.7318201
31033,41.21999357,-102.9941693
19037,43.06001295,-92.31773347
28017,33.91983202,-88.9481545
5017,33.26458973,-91.29539209
48075,34.5293041,-100.2077916
1021,32.85044126,-86.7173256
26033,46.29552653,-84.54353449
27023,45.02343421,-95.56403693
55017,45.06939744,-91.28068855
27025,45.5021011,-92.90861945
50007,44.46322849,-73.08359212
1023,32.02227341,-88.2656443
28019,33.34598242,-89.24809382
40023,34.02807439,-95.54771129
37041,36.12908077,-76.60118385
17021,39.54581621,-89.27780482
21047,36.89267803,-87.49055367
29043,36.9711783,-93.18537118
32001,39.58105744,-118.3394607
35006,34.91131525,-107.998876
40025,36.74817177,-102.5173885
12017,28.84804315,-82.47614748
41005,45.18787398,-122.2179634
22027,32.82308512,-92.99526883
28021,31.97061673,-90.90702196
47025,36.48319149,-83.65947309
53009,48.04754642,-123.9226319
26035,43.98794227,-84.8481986
45027,33.66610974,-80.21647898
42031,41.19265812,-79.42413524
5019,34.04613432,-93.17484713
17023,39.33425789,-87.78705622
18019,38.48015445,-85.70510334
20025,37.23577007,-99.81883015
21049,37.9689263,-84.14615986
29045,40.41040752,-91.73661677
32003,36.21458855,-115.0130241
39023,39.91592258,-83.78498252
46025,44.85834507,-97.72925109
53011,45.77568046,-122.4829204
55019,44.73483377,-90.61207486
1025,31.68099859,-87.83548597
13059,33.95436462,-83.37124007
19039,41.02868181,-93.78499767
28023,32.04158545,-88.6889622
51043,39.11271747,-77.99199425
41007,45.99712889,-123.660711
1027,33.26984193,-85.85836077
5021,36.36826212,-90.4148172
12019,29.98319144,-81.85609986
13061,31.62221166,-84.97713865
17025,38.75388572,-88.48914513
18021,39.39561833,-87.11723506
19041,43.08247182,-95.15096481
20027,39.34948772,-97.16518128
21051,37.16451126,-83.712575
27027,46.89289518,-96.48761922
28025,33.65358105,-88.77784255
29047,39.31132056,-94.41850862
31035,40.52439441,-98.05126296
37043,35.05704275,-83.74353633
46027,42.91296147,-96.97656917
47027,36.55151008,-85.53930419
48077,33.78686685,-98.20771198
54015,38.46231092,-81.07652217
13063,33.54187245,-84.35594188
19043,42.84443388,-91.34133693
8019,39.68864463,-105.6463118
42033,41.00110782,-78.47592663
27029,47.57992111,-95.37790562
1029,33.67679204,-85.52005899
5023,35.53864922,-92.02640019
39025,39.04847534,-84.15375786
5025,33.89723187,-92.18537045
37045,35.33553364,-81.55204486
40027,35.20413532,-97.32519562
13065,30.91395822,-82.70432472
17027,38.60704876,-89.42385254
18023,40.30319754,-86.47277257
19045,41.89981633,-90.53275096
21053,36.72581156,-85.13377529
26037,42.94400871,-84.60145248
29049,39.6013098,-94.40465394
36019,44.74530905,-73.67875352
39027,39.41485808,-83.80852286
42035,41.23255967,-77.63785995
20029,39.48028352,-97.64925343
28027,34.22772299,-90.60415045
13067,33.94243204,-84.5761255
4003,31.87934684,-109.7516088
48079,33.60425307,-102.8284499
47029,35.9278914,-83.11828725
4005,35.83883429,-111.7707178
46029,44.97788119,-97.18827677
1031,31.39932826,-85.98901039
13069,31.54892966,-82.8549206
47031,35.49090731,-86.07311784
20031,38.2365018,-95.73379515
48081,31.88911733,-100.5297533
1033,34.69847452,-87.80168544
29051,38.50455671,-92.27860244
48083,31.76736834,-99.45240766
17029,39.51949084,-88.22358557
31037,41.57486951,-97.0868542
35007,36.60569702,-104.6472674
45029,32.87582989,-80.67641292
12021,26.11091986,-81.34687065
48085,33.18820114,-96.57264368
48087,34.96489496,-100.2700111
51570,37.26420587,-77.39609676
48089,29.622098,-96.5273805
13071,31.18810588,-83.7677946
5027,33.21230701,-93.22642793
12023,30.22509788,-82.62160164
13073,33.54534185,-82.263524
36021,42.24819348,-73.63089095
41009,45.94464254,-123.0890898
42037,41.04821986,-76.40565017
53013,46.29442881,-117.9051983
55021,43.46492199,-89.33589004
39029,40.76932373,-80.78094576
37047,34.26744084,-78.65801424
6011,39.17881957,-122.2331726
48091,29.80811278,-98.27647225
40031,34.65973764,-98.47195055
48093,31.94854689,-98.55876441
48095,31.32635934,-99.86473038
22029,31.44817835,-91.63814433
1035,31.43401703,-86.99320044
8021,37.201606,-106.1917488
6013,37.91923498,-121.9289527
56009,42.97272268,-105.5081848
5029,35.26205537,-92.70506566
13075,31.16068491,-83.42947229
17031,41.84144849,-87.81658794
48097,33.63979567,-97.21240912
29053,38.844478,-92.80896081
33007,44.69063265,-71.30633239
41011,43.17406868,-124.0594514
1037,32.93690146,-86.24847739
28029,31.86977774,-90.44565118
46031,45.70889983,-101.1970473
36023,42.59509207,-76.07048931
48099,31.39078397,-97.79936155
39031,40.30096166,-81.91729018
8023,37.27732493,-105.4276548
48101,34.07783319,-100.2785062
40033,34.28845626,-98.37053567
27033,44.00715262,-95.18138802
1039,31.2477854,-86.45050893
28031,31.63225413,-89.55389939
51580,37.7824656,-79.98631446
13077,33.35334302,-84.76129976
20035,37.23781842,-96.83776647
53015,46.19074721,-122.6782231
40035,36.76268118,-95.20916602
51045,37.48133648,-80.21072274
5031,35.83018283,-90.63235729
48103,31.43052248,-102.5143314
37049,35.11833364,-77.08398081
5033,35.58928601,-94.2446814
13079,32.71391813,-83.98061238
17033,39.0032229,-87.75954624
18025,38.28814402,-86.44518825
19047,42.03718237,-95.3819718
20037,37.50675523,-94.85245778
26039,44.68255561,-84.61006219
29055,37.97663738,-91.30528104
39033,40.85065156,-82.91989099
42039,41.68447709,-80.10760592
55023,43.23870316,-90.93073686
40037,35.90230551,-96.37086028
1041,31.72941803,-86.31593104
13081,31.92289565,-83.76811843
5035,35.21247318,-90.30839406
21055,37.35839237,-88.0882609
47033,35.81830662,-89.14916269
41013,44.14230227,-120.356297
56011,44.58855102,-104.5697705
48107,33.61431553,-101.3000364
5037,35.29631396,-90.77185818
27035,46.48096553,-94.06755609
8025,38.32608609,-103.7844965
1043,34.13020303,-86.86888037
51047,38.48199985,-77.9563087
17035,39.27432424,-88.2401158
21057,36.78926125,-85.39050034
23005,43.8370751,-70.37226999
34011,39.37199394,-75.10712559
37051,35.04762133,-78.82623165
42041,40.1625372,-77.26130755
47035,35.95271721,-84.99840585
51049,37.51328851,-78.24398086
31039,41.91637624,-96.78730772
37053,36.36123664,-75.95876401
35009,34.57421077,-103.3468876
41015,42.45911325,-124.157282
8027,38.10883162,-105.3683478
16037,44.24186819,-114.2855494
31041,41.39374521,-99.72805369
40039,35.63853802,-99.00170785
39035,41.424119,-81.65918339
13083,34.8549167,-85.50490424
27037,44.67172617,-93.06299363
31043,42.39040144,-96.56656425
1045,31.43037123,-85.61095742
48111,36.27787176,-102.6020725
1047,32.32688101,-87.1086671
5039,33.97042763,-92.65167437
19049,41.68560356,-94.04127625
29059,37.6811355,-93.02127031
48113,32.76670599,-96.7779605
55025,43.06601594,-89.41733797
51590,36.58022376,-79.40395668
37055,35.66520691,-75.71767334
39037,40.13412966,-84.6194517
45031,34.33358335,-79.96027485
42043,40.41377078,-76.77993242
37057,35.79115496,-80.21256572
47037,36.17007426,-86.78646056
37059,35.93099927,-80.54496571
18027,38.70186039,-87.07185406
21059,37.73028906,-87.0901948
29061,39.96145298,-93.98519678
19051,40.74773536,-92.41005468
49011,40.99001837,-112.1139997
46035,43.67490933,-98.14458906
31045,42.71985036,-103.1313774
13085,34.44244079,-84.16964071
31047,40.87028216,-99.8201461
48115,32.74255572,-101.9477242
46037,45.367281,-97.60737498
35011,34.34274529,-104.4117842
22031,32.05457447,-93.74130302
17039,40.17514519,-88.90959682
1049,34.45946862,-85.80782906
13089,33.76944049,-84.22396017
17037,41.89373302,-88.76958483
18033,41.39804622,-84.99906934
29063,39.89201062,-94.40476508
47041,35.97616272,-85.83689361
12027,27.18677893,-81.80941373
28033,34.87625235,-89.99091418
48123,29.08101855,-97.3568117
48117,34.96522957,-102.6054267
18029,39.14647946,-84.97333539
13087,30.87967778,-84.57619536
18031,39.30712658,-85.50087166
19053,40.73742757,-93.78645949
47039,35.60048904,-88.11043779
30023,46.05953325,-113.073353
39039,41.32398837,-84.49076944
6015,41.74228275,-123.8974063
18035,40.22787247,-85.39732772
19055,42.47104597,-91.3664492
36025,42.19837623,-74.96709306
39041,40.27942393,-83.00457058
40041,36.40823634,-94.80325046
42045,39.91680171,-75.40243663
8029,38.86246243,-107.8631342
26041,45.9048491,-86.9080745
48119,33.38570922,-95.66921122
48121,33.20521901,-97.11691153
8031,39.76018276,-104.8725695
19057,40.92012606,-91.18326592
41017,43.91570171,-121.2289121
5041,33.83011025,-91.25500948
46039,44.75994309,-96.66943645
40043,35.98772922,-99.00730714
46041,45.15639647,-100.8709139
48125,33.61616822,-100.7788855
51051,37.12560977,-82.35124171
19059,43.37787725,-95.1510206
20041,38.86600962,-97.15532383
26043,46.00999672,-87.86961634
47043,36.14669837,-87.35891709
45033,34.39007791,-79.37741872
48127,28.42270064,-99.75645095
51053,37.07544585,-77.63451754
11001,38.90417773,-77.01655992
38023,48.8149387,-103.4873611
12029,29.60631086,-83.15724673
31051,42.49188363,-96.86782408
13091,32.17265114,-83.16948926
27039,44.02238415,-92.86244324
31053,41.58071748,-96.65598179
55027,43.41576662,-88.70928178
35013,32.35275771,-106.8329387
20043,39.79067154,-95.14056866
48129,34.96517499,-100.8140093
13093,32.15630737,-83.79746561
55029,44.95856458,-87.30002707
24019,38.45413522,-76.02752426
45035,33.0794369,-80.40502652
13095,31.53328528,-84.21722377
8035,39.33133796,-104.930001
13097,33.70291126,-84.77026156
17041,39.76768052,-88.21854195
20045,38.88503636,-95.2925121
27041,45.93348491,-95.45335469
31055,41.29518299,-96.15085305
32005,38.912862,-119.6171333
41019,43.27941273,-123.167291
46043,43.38520741,-98.36978007
53017,47.7361335,-119.692937
55031,46.43222285,-91.91595768
5043,33.59035001,-91.71777921
17043,41.85116968,-88.08642662
18037,38.36597551,-86.8792417
19061,42.46815349,-90.88181925
,41.40674725,-70.68763497
29069,36.27167174,-90.09122243
38025,47.35423935,-102.6160468
55033,44.94562799,-91.8962481
37061,34.93449805,-77.93140529
37063,36.03638492,-78.87608331
36027,41.7648606,-73.74356679
12031,30.33225875,-81.66976468
48131,27.68184592,-98.50864568
47045,36.05931946,-89.41542855
8037,39.62754308,-106.6933637
13099,31.32155345,-84.90255207
22033,30.53842039,-91.09777565
22035,32.73926954,-91.23425694
22037,30.84425359,-91.04976723
48133,32.32743996,-98.83243566
26045,42.59599185,-84.83740035
55035,44.726614,-91.28609183
13101,30.71101099,-82.89687287
48135,31.86898877,-102.5429428
35015,32.47167456,-104.3053527
38027,47.71701474,-98.90432337
37065,35.91230639,-77.59436892
45037,33.77221995,-81.96231108
21061,37.21218923,-86.23955613
20047,37.88735543,-99.31263309
13103,32.36616021,-81.34280942
17049,39.05935711,-88.58969584
6017,38.77965956,-120.5233166
8041,38.83240149,-104.5251411
48141,31.76980765,-106.2363275
8039,39.28656773,-104.1358721
13105,34.11302332,-82.83936148
20049,37.45338105,-96.24369667
42047,41.42822061,-78.64524744
18039,41.59761169,-85.85875695
32007,41.14531606,-115.3577619
20051,38.91458712,-99.31751551
48139,32.34894117,-96.79371841
20053,38.69677695,-98.20462799
1051,32.59785413,-86.14415284
16039,43.3507101,-115.4701578
13107,32.59221302,-82.30239915
19063,43.37782951,-94.67858943
26047,45.52625509,-84.89083249
38029,46.28398398,-100.2389766
51595,36.69455571,-77.53406129
48143,32.23602653,-98.21773417
36029,42.76249024,-78.73063652
39043,41.36796058,-82.62904521
42049,41.99253829,-80.03301954
1053,31.1256789,-87.15918694
12033,30.67652764,-87.37284571
25009,42.6687626,-70.94687179
34013,40.78681335,-74.24657979
36031,44.11630765,-73.77297842
50009,44.72736416,-71.73579864
51057,37.93357639,-76.94230311
1055,34.04567266,-86.04051873
32011,39.98100864,-116.2683204
22039,30.72985248,-92.39915924
13109,32.15328841,-81.8870105
2090,64.80726247,-146.5692662
51059,38.83677558,-77.27565836
51600,38.85157547,-77.2977964
9001,41.26809896,-73.3881171
39045,39.75107189,-82.63088163
45039,34.39287073,-81.1195624
46047,43.23929297,-103.5275691
48145,31.25350609,-96.93630086
51610,38.88485255,-77.17560759
13111,34.86430205,-84.316964
48147,33.59564294,-96.10751083
27043,43.67381499,-93.94787458
46049,45.07082625,-99.14535601
5045,35.14719007,-92.33717519
51061,38.73564842,-77.80647472
1057,33.72076938,-87.73886638
13113,33.41357794,-84.49089434
17051,39.00072038,-89.02452658
18041,39.63684962,-85.17797541
19065,42.86271799,-91.8441231
21067,38.0368225,-84.45576892
39047,39.56021306,-83.4562016
42051,39.92041012,-79.64291195
47047,35.19615831,-89.41399032
48149,29.87788372,-96.92076062
54019,38.02974928,-81.08286634
,,
47049,36.38128818,-84.92870012
30027,47.26331584,-109.2245206
53019,48.4711431,-118.5154041
27045,43.67394126,-92.08980382
31059,40.52458567,-97.59646937
20055,38.04340344,-100.7381938
12035,29.45933576,-81.31508595
30029,48.29575866,-114.0520569
21069,38.36758311,-83.69657514
45041,34.02361754,-79.70189312
55037,45.84963535,-88.39804137
13115,34.26268279,-85.21577392
18043,38.32117957,-85.90385377
19067,43.0600053,-92.78940097
21071,37.56213922,-82.74750924
48153,34.07227468,-101.3031546
51063,36.9302126,-80.36738849
51065,37.84157909,-78.27715475
55039,43.75354908,-88.48885325
17053,40.59706922,-88.22350769
20057,37.69200114,-99.88825298
