,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burma,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Congo (Brazzaville),Congo (Kinshasa),Costa Rica,Cote d'Ivoire,Croatia,Cruise Ship,Cuba,Curacao,Cyprus,Czech Republic,Czechia,Denmark,Diamond Princess,Djibouti,Dominica,Dominican Republic,East Timor,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe Islands,Fiji,Finland,France,French Guiana,Gabon,Gambia,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hong Kong,Hong Kong SAR,Hungary,Iceland,India,Indonesia,Iran,Iran (Islamic Republic of),Iraq,Ireland,Israel,Italy,Ivory Coast,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,"Korea, South",Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,MS Zaandam,Macao SAR,Macau,Madagascar,Mainland China,Malaysia,Maldives,Mali,Malta,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Ireland,North Macedonia,Norway,Oman,Others,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Ireland,Republic of Korea,Republic of Moldova,Republic of the Congo,Reunion,Romania,Russia,Russian Federation,Rwanda,Saint Barthelemy,Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Vincent and the Grenadines,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Somalia,South Africa,South Korea,Spain,Sri Lanka,St. Martin,Sudan,Suriname,Sweden,Switzerland,Syria,Taipei and environs,Taiwan,Taiwan*,Tanzania,Thailand,The Bahamas,The Gambia,Timor-Leste,Togo,Trinidad and Tobago,Tunisia,Turkey,UK,Uganda,Ukraine,United Arab Emirates,United Kingdom,Uruguay,US,Uzbekistan,Vatican City,Venezuela,Viet Nam,Vietnam,West Bank and Gaza,Zambia,Zimbabwe,occupied Palestinian territory
2020-10-28,41145,20040,57026,4517,10074,124,1130533,82651,0,27565,89496,52137,6549,0,81022,403079,234,95545,368337,3261,2643,346,141321,44737,6283,5468270,148,45461,2466,49072,559,8548,290,21793,228366,0,0,4863,1468,0,505530,91271,1041936,5253,11211,106553,20555,40999,0,6727,0,3930,0,297013,43685,712,5555,38,125570,0,164908,107030,32925,5083,461,4590,5886,94820,0,33,15378,1283208,0,8957,3666,0,33858,486972,47775,0,34299,0,28,0,0,106320,0,11819,2403,4074,9046,27,95199,0,0,65933,4671,8040203,400483,588648,0,463951,59434,312797,589766,0,8851,98877,0,61942,148037,51851,26271,18626,123906,57276,24,5144,75845,1419,58874,450,12138,15659,9,0,0,16968,0,29441,11591,3530,5760,0,7688,439,0,906863,73321,337,340,17392,207718,12415,12806,162354,326308,1949,5514,1218,62371,0,28697,19069,114434,0,331108,0,131247,588,61290,892497,375180,299049,128392,0,131939,0,0,0,0,0,222559,1553028,0,5129,0,19,67,0,74,852,346047,15582,42208,153,2354,57987,48943,28215,3941,719714,0,1136503,9205,0,13765,5192,117913,135658,5580,0,0,550,509,3763,0,0,30,2238,5594,54278,368513,0,11767,374023,129024,945378,2981,8889798,66141,0,90876,0,1173,51948,16285,8320,0
2020-10-29,41268,20315,57332,4567,10269,124,1143800,85034,0,27579,93949,53152,6607,0,81262,404760,234,96529,392258,3261,2643,346,141484,46639,6642,5494376,148,48150,2471,50403,560,8603,291,21793,231383,0,0,4863,1473,0,507050,91299,1048055,5290,11211,107570,20628,43775,0,6766,0,4051,0,310068,44545,712,5558,38,125913,0,166302,107209,33445,5083,461,4671,5899,95301,0,34,15566,1329820,0,8957,3666,0,35567,498354,48055,0,35510,0,28,0,0,106790,0,12020,2403,4098,9057,27,96150,0,0,68127,4719,8088851,404048,596941,0,467755,60297,313441,616595,0,8927,99674,0,65385,148479,52612,26385,18626,124666,57798,24,5395,77778,1426,59656,476,13088,16356,9,0,0,16968,0,30090,11616,3537,5866,0,7700,439,0,912811,74233,347,340,17746,212038,12525,12858,164718,336629,1950,5514,1219,62521,0,29558,19564,114434,0,332186,0,132045,589,62050,894928,376935,319205,132616,0,132150,0,0,0,0,0,229040,1570446,0,5131,0,19,76,0,74,928,346482,15593,43592,153,2362,57994,51728,30705,3941,721770,0,1160083,9791,0,13772,5197,121167,145044,5633,0,0,553,509,3775,0,0,30,2296,5636,54278,370832,0,12201,381664,130336,968456,3044,8980581,66392,0,91280,0,1177,52571,16325,8349,0
2020-10-30,41334,20634,57651,4665,10558,127,1157179,87432,0,27585,99576,54174,6644,0,81466,406364,236,97499,412314,3462,2643,348,141631,48137,6642,5516658,148,51041,2477,51496,582,8694,291,21793,234939,0,0,4866,1483,0,508571,91339,1053122,5290,11306,108866,20692,46547,0,6801,0,4217,0,323673,45736,712,5559,42,126332,0,167147,107376,33445,5083,463,4771,5909,95789,0,34,15910,1379294,0,8968,3670,0,37263,517736,48055,0,37196,0,28,0,0,107339,0,12072,2403,4143,9057,27,96888,0,0,71413,4797,8137119,406945,604952,0,470633,61059,314121,647674,0,9005,100450,0,69306,149066,53797,26511,19328,125337,58394,24,5679,79529,1426,60628,513,13823,17134,9,0,0,16968,0,30889,11643,3545,5942,0,7700,441,0,918811,75201,355,346,18066,215294,12777,12907,168235,347801,1957,5514,1220,62691,0,30488,20062,114434,0,332993,0,132867,589,62596,897594,378933,340834,137272,0,132343,0,0,0,0,0,235586,1588433,0,5134,0,19,78,0,74,928,346880,15605,45137,153,2365,58003,55091,32503,3941,723682,0,1185678,10424,0,13804,5201,124355,154251,5683,0,0,554,509,3780,0,0,30,2312,5668,58029,373154,0,12410,390272,131508,992874,3082,9079498,66628,0,91589,0,1177,53075,16415,8362,0
2020-10-31,41425,20875,57942,4756,10805,128,1166924,89813,0,27595,104925,55269,6714,0,81645,407684,237,98482,429229,3487,2643,349,141757,50090,6642,5535605,148,52844,2500,52706,585,8793,291,21793,237313,0,0,4866,1483,0,510256,91366,1073809,5290,11306,109971,20716,49316,0,6887,0,4366,0,335102,46863,712,5561,50,127018,0,168192,107555,33445,5088,463,4905,5917,96169,0,34,16113,1414364,0,8968,3672,0,38936,531790,48055,0,39251,0,28,0,0,107939,0,12072,2413,4162,9057,27,96888,0,0,75321,4865,8184082,410088,612772,0,472630,61456,314349,679430,0,9094,101327,0,72607,149699,55192,26635,19328,125926,58878,24,5894,81228,1426,61095,533,14824,17134,9,0,0,17111,0,31548,11659,3554,6042,0,7703,441,0,924962,76040,359,346,18341,219084,12869,12935,170743,357640,1959,5514,1220,62853,0,31572,20331,114434,0,333970,0,133598,589,63185,900180,380729,362731,141279,0,132556,0,0,0,0,0,241339,1606267,0,5137,0,19,78,0,74,928,347282,15616,46954,153,2366,58015,57664,34307,3941,725452,0,1185678,10663,0,13804,5203,124355,154251,5728,0,0,555,509,3784,0,0,30,2331,5692,59813,375367,0,12495,399330,132629,1014793,3124,9168810,66932,0,92013,0,1180,53520,16432,8367,0
2020-11-01,41501,21202,58272,4825,11035,128,1173533,92254,0,27601,109881,56444,6714,0,81923,409252,237,99459,441018,3577,2683,354,141833,51505,6642,5545705,148,54069,2500,53405,589,8848,292,22103,239649,0,0,4866,1498,0,511864,91397,1082767,5290,11373,109971,20716,51495,0,6935,0,4563,0,341644,47811,712,5563,50,127332,0,169194,107736,34015,5088,463,4985,5925,96583,0,34,16291,1460543,0,8968,3672,0,40727,552060,48124,0,40929,0,28,0,0,108104,0,12195,2413,4208,9057,27,98212,0,0,79199,4890,8229313,412784,620491,0,475288,62002,315007,709335,0,9131,101943,0,75866,150380,55877,26732,19328,126534,58878,24,6136,82617,1426,62045,551,15719,17134,9,0,0,17111,0,32505,11701,3565,6182,0,7704,446,0,929392,76582,366,349,18714,222544,12988,12988,173567,366351,1963,5514,1221,62964,0,32436,20635,115734,0,335093,0,134336,589,63731,902503,383113,379902,144341,0,132720,0,0,0,0,0,246663,1624648,0,5146,0,19,84,0,75,928,347656,15630,48403,153,2366,58019,59946,35649,3941,726823,0,1185678,11060,0,13819,5210,124355,154251,5789,0,0,558,509,3787,0,0,30,2357,5704,61115,377473,0,12743,407573,133907,1038054,3149,9273197,67156,0,92325,0,1180,54060,16480,8374,0
2020-11-02,41633,21523,58574,4888,11228,128,1183131,93448,0,27610,114016,57040,6735,0,82133,410988,238,100400,447355,3624,2683,356,141867,52269,6642,5554206,148,56496,2517,54607,589,8882,292,22103,243178,0,0,4866,1499,0,513140,91452,1396100,5290,11395,111257,20753,52660,0,6970,0,4760,0,350896,48753,712,5573,50,127591,0,169562,107925,34015,5089,480,5046,5929,96942,0,34,16400,1514838,0,8984,3672,0,42579,569598,48200,0,42080,0,29,0,0,108104,0,12213,2413,4238,9057,27,98405,0,0,82780,4931,8267623,415402,628780,0,478701,62750,315795,731588,0,9257,102431,0,81743,150863,56601,26807,20179,127293,59879,24,6268,83697,1436,62907,598,16556,19101,9,0,0,17111,0,33339,11737,3573,6400,0,7704,451,0,933155,76777,375,350,19210,225070,13130,13012,176500,374663,1968,5514,1222,63036,0,32997,21339,116152,0,336260,0,134915,590,64156,902503,385400,395480,146847,0,132917,0,0,0,0,0,250704,1642665,0,5155,0,19,84,0,75,928,348037,15637,49205,153,2366,58020,61829,36206,3941,727595,0,1240697,11335,0,13866,5212,124355,176177,5843,0,0,563,509,3797,0,0,30,2364,5704,61906,379775,0,12971,414567,135141,1057021,3165,9357176,67254,0,92705,0,1192,54775,16543,8389,0
2020-11-03,41728,21904,58979,4910,11577,128,1195276,94776,0,27622,118198,58282,6790,0,82363,412647,238,101329,452541,3790,2683,358,141936,53822,6642,5566049,148,60537,2530,55804,597,8944,292,22103,247916,0,0,4866,1513,0,514202,91478,1099392,5348,11427,112120,20765,54087,0,7035,0,4934,0,362985,50106,712,5575,50,127848,0,170110,108122,34015,5089,480,5125,5942,97502,0,34,16637,1551452,0,8984,3679,0,44522,577131,48200,0,44246,0,29,0,0,108483,0,12213,2413,4245,9057,27,98688,0,0,86769,4957,8313876,418375,637712,0,482296,63048,316641,759829,0,9296,103309,0,86576,151321,57093,26925,20999,128080,60774,24,6439,85209,1436,63688,631,17453,19634,9,0,0,17111,0,34393,11796,3584,6506,0,7724,451,0,938405,77487,397,352,19977,229565,13202,13030,179614,382440,1971,5514,1222,63173,0,33908,21956,116528,0,337573,0,135592,597,64628,902503,387161,414844,149443,0,133143,0,0,0,0,0,258437,1661096,0,5162,0,19,97,0,75,994,348510,15640,51083,157,2368,58029,63556,37382,4229,728836,0,1259366,11744,0,13905,5218,134532,182303,5888,0,0,567,509,3804,0,0,30,2381,5754,63126,382118,0,13099,423683,136149,1077099,3196,9483722,67553,0,93100,0,1202,55408,16661,8410,0
2020-11-04,41814,22300,59527,5045,11813,130,1205928,97150,0,27630,125099,59509,6843,0,82624,414164,239,102313,468213,3905,2745,358,142062,55598,6642,5590025,148,64591,2539,56940,606,9053,292,22103,250698,0,0,4866,1517,0,515042,91509,1108086,5348,11450,113261,20778,56567,0,7144,0,5100,0,378716,51042,712,5580,50,128278,0,171433,108329,34015,5089,480,5333,5955,97881,0,34,16930,1593159,0,9005,3680,0,46817,608611,48643,0,46892,0,30,0,0,109147,0,12331,2414,4324,9100,27,99124,0,0,90988,4989,8364086,421731,646164,0,485870,63483,317410,790377,0,9326,103928,0,91234,152022,58587,27050,21545,128843,61309,24,6752,87097,1438,64587,659,18092,20344,9,0,0,17111,0,35425,11822,3609,6590,0,7744,452,0,943630,78507,412,353,20851,235310,13283,13046,182923,390120,1973,5514,1225,63328,0,35097,22578,116847,0,338875,0,136024,597,65258,911787,388137,439536,156940,0,133370,0,0,0,0,0,267088,1680579,0,5174,0,19,105,0,75,994,348936,15650,53495,157,2369,58036,66772,39408,4229,730548,0,1284408,12187,0,13943,5220,137730,192376,5964,0,0,568,509,3810,0,0,30,2406,5764,64363,384509,0,13351,433492,137310,1102305,3245,9586573,67779,0,93480,0,1203,56090,16698,8427,0
2020-11-05,41935,22721,60169,5135,12102,130,1217028,99563,0,27644,132515,60873,6882,0,82786,416006,239,103295,479341,3977,2745,358,142201,57506,7835,5590025,148,68345,2550,57935,606,9149,292,22103,253482,0,0,4866,1529,0,516582,91552,1117977,5348,11450,114367,20789,59415,0,7184,0,5333,0,391945,52265,712,5599,57,128824,0,171783,108530,34782,5092,484,5464,5967,98391,0,34,17119,1650965,0,9005,3681,0,49218,631172,48788,0,49807,0,30,0,0,109849,0,12363,2414,4393,9109,27,99347,0,0,94916,5017,8411724,425796,654936,0,489571,64046,317980,824879,0,9373,104964,0,95864,152725,59595,27195,22206,129638,61309,24,7119,89186,1440,65440,692,19091,21147,9,0,0,17111,0,36434,11893,3633,6764,0,7777,453,0,949197,79566,430,356,21533,240951,13391,13090,185974,397112,1974,5591,1226,63508,0,36372,23229,117167,0,340251,0,136567,597,65778,914722,389725,466679,161350,0,133619,0,0,0,0,0,276802,1699695,0,5192,0,19,106,0,76,1043,349386,15668,55676,157,2371,58043,68734,41094,4229,732414,0,1306316,12570,0,13943,5225,141764,202504,6040,0,0,569,509,3818,0,0,30,2442,5774,66334,386820,0,13568,443630,138599,1126469,3309,9714573,68009,0,93921,0,1207,56672,16770,8444,0
2020-11-06,41975,23210,60800,5135,12223,130,1228814,101773,0,27652,138979,62338,6882,0,83023,417475,242,104286,488044,4016,2745,358,142343,59427,7835,5631181,148,72184,2562,59277,606,9224,294,22103,258875,0,0,4866,1538,0,518390,91591,1127733,5379,11517,115417,20801,62305,0,7228,0,5557,0,403497,53692,712,5604,57,129300,0,172508,108754,34966,5092,484,5705,5976,98746,0,34,17385,1711917,0,9022,3684,0,51993,653992,48788,0,52254,0,30,0,0,110502,0,12363,2414,4457,9127,27,99576,0,0,99625,5039,8462080,429574,663800,0,493139,64538,318671,862681,0,9426,106136,0,101248,153547,60704,27284,22934,130463,61748,24,7476,91328,1442,66444,741,20747,21806,9,0,0,17111,0,38189,11932,3657,6893,0,7804,453,0,955128,80501,454,357,22079,246349,13485,13143,188883,404392,1976,5591,1230,63731,0,37499,23835,117167,0,341753,0,137760,597,66481,914722,391809,493765,166900,0,133811,0,0,0,0,0,287062,1720063,0,5208,0,19,110,0,76,1043,349822,15676,57958,158,2373,58047,71088,42658,4229,734175,0,1328832,12970,0,13943,5227,146461,211913,6102,0,0,573,509,3830,0,0,30,2460,5798,66334,389256,0,13852,453565,139891,1149791,3370,9841698,68139,0,94305,0,1212,57226,16819,8471,0
2020-11-07,42033,23705,61381,5319,12335,131,1236851,104249,0,27658,147220,63748,6947,0,83264,418764,242,105283,494168,4076,2745,359,142427,61212,7835,5653561,148,74485,2565,60348,612,9291,295,22342,263221,0,0,4879,1543,0,519977,91622,1136447,5379,11550,116363,20813,64704,0,7267,0,5871,0,411220,54742,712,5605,63,129645,0,173486,108962,35145,5092,491,5933,5989,99201,0,34,17385,1798572,0,9022,3684,0,54852,668114,48904,0,54809,0,30,0,0,111050,0,12400,2414,4484,9127,27,100041,0,0,104943,5063,8507754,433836,673250,0,496019,64855,318883,902490,0,9472,107439,0,104802,154321,61769,27427,22934,131205,62304,24,7880,93097,1442,67039,765,22719,21806,9,0,0,17111,0,39357,11962,3676,7039,0,7814,453,0,961938,81675,483,357,22379,252185,13577,13170,191636,411107,1982,5591,1242,63790,0,38782,24243,117167,0,343189,0,138506,597,66941,917503,393961,521640,173540,0,134013,0,0,0,0,0,296999,1740172,0,5213,0,19,123,0,76,1043,350229,15693,60635,158,2381,58054,73667,44270,4229,735906,0,1328832,13419,0,13943,5234,146461,211913,6147,0,0,573,509,3837,0,0,30,2483,5838,69543,391739,0,14066,464598,141032,1174770,3441,9970698,68367,0,94698,0,1213,57657,16908,8498,0
2020-11-08,42159,24206,62051,5383,12433,131,1242182,106424,0,27665,153153,65411,6947,0,83456,420238,242,106279,500789,4176,2745,359,142475,62423,7835,5664115,148,75160,2569,61377,612,9369,297,22421,267165,0,0,4879,1547,0,521558,91665,1143887,5379,11591,116363,20832,67247,0,7297,0,5987,0,414828,55635,712,5608,63,130182,0,174907,109201,35145,5092,491,6125,6003,99675,0,34,17797,1837134,0,9022,3684,0,57753,682624,49102,0,56698,0,32,0,0,111262,0,12414,2414,4514,9127,27,100041,0,0,109616,5078,8553657,437716,682486,0,498549,65394,319417,935104,0,9506,108394,0,109321,155220,62488,27553,22934,131743,62819,24,8095,94236,1442,68117,788,24699,21806,9,0,0,17223,0,40209,11986,3706,7141,0,7820,453,0,967825,82346,486,362,22805,256781,13768,13211,194453,416806,1986,5591,1243,64090,0,39760,24732,118140,0,344839,0,139527,599,67589,920010,396395,546425,179324,0,134203,0,0,0,0,0,303751,1760420,0,5222,0,19,131,0,76,1043,350592,15708,62747,158,2381,58056,75495,45161,4229,737278,0,1328832,13929,0,14090,5239,146461,211913,6215,0,0,577,509,3840,0,0,30,2516,5849,71119,394255,0,14403,474245,142143,1195350,3514,10081299,68730,0,94883,0,1213,58158,16954,8531,0
2020-11-09,42297,24731,62693,5437,12680,131,1250499,107466,0,27669,158746,66046,6964,0,83632,421921,243,107262,503182,4230,2781,364,142561,63419,7835,5675032,148,78976,2581,61975,614,9419,300,22421,272036,0,0,4880,1551,0,522879,91693,1149064,5379,11608,117587,20835,68776,0,7349,0,6098,0,417181,56406,712,5627,63,130603,0,175269,109422,35145,5092,491,6250,6013,99982,0,34,17887,1858558,0,9029,3696,0,60680,689146,49202,0,58187,0,32,0,0,111360,0,12459,2419,4524,9137,27,100573,0,0,114778,5101,8591730,440569,692949,0,501733,65659,320136,960373,0,9542,109191,0,114986,155876,63244,27653,24792,132478,63390,24,8187,95355,1452,69040,801,25755,23227,9,0,0,17223,0,41181,12009,3712,7243,0,7833,453,0,972785,82677,490,368,23608,259951,13823,13240,197024,421503,1987,5591,1246,64184,0,40275,25325,118503,0,346476,0,140331,599,67948,922333,398449,568138,183420,0,134433,0,0,0,0,0,306991,1781997,0,5242,0,19,141,0,76,1114,350984,15711,64065,158,2385,58064,76072,45625,4301,738525,0,1381218,14285,0,14155,5241,146461,229222,6284,0,0,578,509,3844,0,0,30,2523,5849,71569,396831,0,14574,483153,143289,1216747,3560,10169412,69027,0,95149,0,1215,58838,16971,8561,0
2020-11-10,42463,25294,63446,5477,12816,131,1262476,108687,0,27671,164866,67392,7012,0,83811,423620,243,108300,507475,4414,2781,364,142664,65024,7835,5699005,148,83366,2582,63241,615,9499,300,22421,276481,0,0,4884,1561,0,523907,91719,1155356,5379,11642,118566,20847,70243,0,7392,0,6296,0,429880,57472,712,5633,63,131131,0,175711,109654,35145,5102,491,6376,6024,100327,0,34,18107,1881171,0,9029,3696,0,63650,715693,49302,0,60570,0,32,0,0,112129,0,12484,2419,4530,9137,27,100804,0,0,118918,5114,8636011,444348,703288,0,505310,65889,320811,995463,0,9573,110487,0,120982,156451,64588,27799,25388,133381,64360,24,8395,96907,1461,70010,846,26841,23710,9,0,0,17223,0,42050,12030,3745,7396,0,7848,453,0,978531,83592,512,382,24154,265165,13892,13253,199760,426227,1988,5661,1256,64336,0,41222,25887,118884,0,348184,0,141302,599,68497,923527,399749,593592,187237,0,134663,0,0,0,0,0,314295,1802762,0,5262,0,19,148,0,76,1114,351455,15720,66888,158,2386,58073,77123,46717,4301,740254,0,1381218,14715,0,14155,5245,162240,235202,6352,0,0,580,509,3847,0,0,30,2558,5880,72993,399360,0,14704,493544,144385,1237198,3620,10313440,69027,0,95445,0,1226,59422,16997,8610,0
2020-11-11,42609,25801,64257,5567,12953,131,1273356,110548,0,27675,172380,68594,7060,0,84042,425353,249,109357,515391,4520,2844,364,142776,66565,7835,5747660,148,87311,2586,64453,620,9560,301,22490,280465,0,0,4884,1565,0,524804,91752,1165326,5379,11656,119768,20855,72840,0,7429,0,6461,0,438805,58466,712,5635,68,131265,0,176630,109881,35145,5102,491,6508,6044,100727,0,35,18345,1917577,0,9048,3697,0,66561,738094,49302,0,63321,0,32,0,0,112811,0,12516,2419,4618,9152,27,101169,0,0,122863,5142,8683916,448118,715068,0,508508,66247,321574,1028424,0,9581,112011,0,126401,157261,65804,27942,26121,134159,64360,24,8848,98829,1461,70885,877,28262,23710,9,0,0,17223,0,42872,12059,3753,7537,0,7885,453,0,986177,84707,524,406,24865,270626,13991,13292,202329,431696,1991,5661,1263,64516,0,42540,26511,119186,0,349992,0,142465,599,69106,925431,401416,618813,192172,0,134887,0,0,0,0,0,324094,1822345,0,5312,0,19,148,0,77,1190,351849,15735,70424,158,2386,58091,79181,48939,4301,742394,0,1417709,15350,0,14346,5254,166707,243472,6421,0,0,584,509,3852,0,0,30,2593,5904,74522,402053,0,14993,504423,145599,1260198,3700,10459107,69397,0,95750,0,1252,60065,17036,8667,0
2020-11-12,42795,26211,65108,5616,13053,131,1284519,112680,0,27676,181642,70216,7124,0,84192,427198,249,110455,520393,4596,2844,369,142889,68293,8225,5781582,148,90725,2586,65598,623,9694,301,22490,285939,0,0,4888,1578,0,526438,91783,1174012,5379,11692,120939,20882,75922,0,7487,0,6646,0,446675,59478,712,5641,68,131636,0,177513,110095,36030,5104,493,6881,6060,101248,0,35,18542,1950205,0,9048,3697,0,69681,762832,49957,0,66637,0,32,0,0,113543,0,12537,2419,4662,9160,27,101468,0,0,126790,5160,8728795,452291,726585,0,511806,66632,322410,1066401,0,9634,113655,0,132086,158036,66723,28133,26888,134932,64887,24,9381,100703,1468,71804,905,29812,25218,9,0,0,17223,0,43791,12085,3792,7646,0,7900,468,0,991835,86038,532,412,25509,276821,14094,13345,204242,437376,1995,5661,1282,64728,0,43835,27228,119442,0,352296,0,143352,599,69653,928006,402820,641496,198011,0,135132,0,0,0,0,0,334236,1843678,0,5319,0,19,148,0,77,1190,352160,15744,73765,160,2387,58102,81772,50870,4301,744732,0,1437220,15723,0,14401,5261,171365,250396,6486,0,0,589,509,3861,0,0,30,2605,5930,76106,404894,0,15217,515755,146735,1293715,3795,10621167,69560,0,96140,0,1253,60784,17056,8696,0
2020-11-13,42969,26701,65975,5725,13228,133,1296378,114383,0,27682,191228,71580,7163,0,84349,428965,249,111622,525012,4715,2844,369,143069,69625,8225,5810652,148,94937,2609,66734,624,9741,302,22583,290709,0,0,4888,1589,0,528030,91807,1182697,5515,11692,122123,20899,78978,0,7541,0,6853,0,454030,60515,712,5641,68,132554,0,178674,110319,36195,5104,493,7148,6076,101757,0,35,18858,1974270,0,9062,3698,0,73154,785093,50018,0,69675,0,32,0,0,114123,0,12537,2419,4724,9168,27,102079,0,0,131887,5170,8773479,457735,738322,0,514496,67099,323171,1107303,0,9723,115360,0,136555,158853,68193,28338,27851,135650,65454,24,9836,102607,1491,72628,928,31878,25931,9,0,0,17223,0,45095,12112,3806,7796,0,7932,470,0,997393,87361,540,416,26109,282336,14227,13372,206353,443533,1998,5661,1289,64884,0,44898,27916,119442,0,354461,0,144477,600,70392,930237,404713,665547,204664,0,135367,0,0,0,0,0,343725,1865395,0,5362,0,19,156,0,78,1253,352601,15755,77264,160,2389,58114,83796,52385,4301,746945,0,1458591,16191,0,14401,5268,177355,257135,6552,0,0,597,509,3866,0,0,30,2627,5980,77668,407939,0,15402,527808,147961,1321031,3883,10800451,69754,0,96441,0,1256,61514,17093,8765,0
2020-11-14,43035,27233,66819,5725,13374,134,1304846,115855,0,27711,198291,73429,7163,0,84523,430496,249,112870,531280,4783,2844,375,143181,70900,8225,5848959,148,97435,2635,68011,627,9780,302,22692,295139,0,0,4896,1591,0,529676,91828,1191634,5515,11760,123223,20945,81844,0,7568,0,7051,0,458229,61593,712,5645,68,133225,0,179627,110547,36358,5104,493,7412,6093,102321,0,35,19102,2006227,0,9062,3702,0,76658,799733,50018,0,72510,0,32,0,0,114719,0,12585,2419,4794,9168,27,102555,0,0,136723,5186,8814579,463007,749525,0,516915,67526,323463,1144552,0,9780,117113,0,141305,159756,69273,28546,27851,136341,65953,24,10231,104267,1498,72628,970,33387,25931,9,0,0,17223,0,46209,12154,3868,7917,0,7948,470,0,1003253,88772,545,428,26686,288211,14340,13449,208299,449501,2001,5661,1301,64996,0,46062,28434,119442,0,356904,0,145309,600,71065,932650,406337,691118,211266,0,135570,0,0,0,0,0,353185,1887836,0,5394,0,19,160,0,78,1253,352950,15779,81086,160,2391,58116,85567,54122,4301,749182,0,1458591,16583,0,14401,5274,177355,257135,6613,0,0,600,509,3874,0,0,30,2651,6077,79339,411055,0,15789,540593,149135,1347907,3957,10968665,69987,0,96933,0,1265,62167,17097,8786,0
2020-11-15,43240,27830,67679,5872,13451,134,1310491,117337,0,27749,203956,75688,7186,0,84703,432333,250,114185,535939,4861,2844,375,143246,71956,8225,5863093,148,98251,2641,68994,628,9822,302,22692,299440,0,0,4900,1597,0,531273,91850,1198746,5515,11760,123223,20976,84206,0,7590,0,7178,0,460116,62652,712,5649,68,133724,0,180295,110767,36358,5104,493,7637,6095,102720,0,35,19315,2033419,0,9062,3702,0,79678,802946,50123,0,74205,0,32,0,0,114885,0,12611,2419,4823,9168,27,103102,0,0,140961,5189,8845127,467113,762068,0,519152,67903,324088,1178529,0,9884,118611,0,143678,160612,70245,28769,29117,136840,66983,24,10547,105430,1507,73602,985,34758,25931,9,0,0,17310,0,47417,12204,3900,8034,0,7952,478,0,1006522,89279,548,431,27177,293177,14448,13508,209776,454961,2001,5661,1307,65148,0,47050,28434,120389,0,359032,0,146653,602,71574,934899,407838,712972,217301,0,135785,0,0,0,0,0,360281,1910149,0,5455,0,19,162,0,78,1253,353255,15793,84568,160,2391,58119,86767,55042,4301,751024,0,1458591,17287,0,14626,5274,177355,257135,6684,0,0,602,509,3875,0,0,30,2675,6080,80404,414278,0,16020,551533,150345,1372884,4030,11105231,70243,0,97352,0,1281,63031,17123,8829,0
2020-11-16,43468,28432,68589,5914,13615,134,1318384,117886,0,27758,208613,77083,7256,0,84882,434472,250,115448,537871,4883,2884,377,143371,72689,9103,5876464,148,101770,2652,70161,630,9840,303,22692,305473,0,0,4900,1603,0,532604,91872,1205217,5515,11839,124592,20988,85519,0,7639,0,7285,0,465523,63847,712,5655,68,134203,0,180676,111009,36669,5104,518,7848,6105,103056,0,35,19419,2043469,0,9084,3705,0,82835,817526,50376,0,76403,0,33,0,0,115032,0,12624,2419,4874,9188,27,103239,0,0,147456,5205,8873541,470648,775121,0,521542,68356,324961,1205881,0,9929,119557,0,149539,161850,70804,28998,29805,137329,66983,24,10636,106446,1512,74324,989,35911,27256,9,0,0,17310,0,48520,12314,3948,8137,0,7979,491,0,1009396,89843,552,434,27773,296189,14514,13555,210973,459837,2005,5661,1316,65305,0,47636,28434,120718,0,361082,0,147667,602,72099,937011,409574,733788,225672,0,136028,0,0,0,0,0,365212,1932711,0,5491,0,19,171,0,78,1290,353556,15801,87381,160,2391,58124,87276,55544,4301,752269,0,1496864,17674,0,14728,5275,177355,269974,6759,0,0,603,509,3878,0,0,30,2693,6096,81003,417594,0,16257,561581,151554,1394299,4104,11264767,70381,0,97739,0,1283,63867,17187,8897,0
