,US,Brazil,India,Mexico,Italy,United Kingdom,France,Russia,Iran,Spain,Argentina,Colombia,Peru,Germany,Poland,South Africa,Indonesia,Turkey,Belgium,Ukraine,Chile,Romania,Canada,Ecuador,Iraq,Czechia,Netherlands,Pakistan,Hungary,Philippines,Bolivia,Sweden,Switzerland,Egypt,Bulgaria,Bangladesh,Morocco,Portugal,Saudi Arabia,Austria,Greece,Guatemala,China,Tunisia,Bosnia and Herzegovina,Panama,Croatia,Jordan,Israel,Japan,Serbia,Honduras,Moldova,Armenia,Kazakhstan,Algeria,Slovenia,Burma,Azerbaijan,Georgia,North Macedonia,Dominican Republic,Paraguay,Ireland,Afghanistan,Costa Rica,Slovakia,Ethiopia,Nepal,Kenya,Oman,Libya,Sudan,Lebanon,Lithuania,Belarus,West Bank and Gaza,Kyrgyzstan,Kosovo,El Salvador,Denmark,Nigeria,Albania,Venezuela,Kuwait,"Korea, South",Australia,Syria,Montenegro,United Arab Emirates,Latvia,Uzbekistan,Congo (Kinshasa),Finland,Luxembourg,Malaysia,Cameroon,Norway,Senegal,Angola,Zambia,Zimbabwe,Bahrain,Mauritania,Ghana,Jamaica,Mali,Madagascar,Uganda,Belize,Qatar,Haiti,Estonia,Malta,Namibia,Eswatini,Sri Lanka,Uruguay,Bahamas,Mozambique,Nicaragua,Guyana,Cuba,Cote d'Ivoire,Somalia,Trinidad and Tobago,Gambia,Suriname,Cyprus,Cabo Verde,Congo (Brazzaville),Niger,Chad,Rwanda,Equatorial Guinea,Burkina Faso,Andorra,Liberia,Guinea,Sierra Leone,Togo,Gabon,Central African Republic,Thailand,Djibouti,San Marino,Maldives,Guinea-Bissau,Benin,Botswana,Liechtenstein,Vietnam,Iceland,Singapore,New Zealand,Tanzania,Diamond Princess,Mauritius,Papua New Guinea,Taiwan*,Barbados,Antigua and Barbuda,Saint Lucia,Monaco,Brunei,Burundi,Fiji,MS Zaandam,Eritrea,Mongolia,Taipei and environs,Viet Nam,Vatican City,Aruba,South Korea,UK,Bhutan,"Bahamas, The",Timor-Leste,St. Martin,Seychelles,The Gambia,The Bahamas,Taiwan,Guam,Palestine,Saint Vincent and the Grenadines,French Guiana,Macau,Macao SAR,Dominica,East Timor,Laos,Faroe Islands,Jersey,Ivory Coast,"Gambia, The",Martinique,Iran (Islamic Republic of),Gibraltar,Greenland,Grenada,Hong Kong SAR,Hong Kong,Guadeloupe,Holy See,Mainland China,Mayotte,Saint Martin,Republic of Ireland,Saint Kitts and Nevis,Saint Barthelemy,Russian Federation,Cambodia,Reunion,Republic of the Congo,Republic of Moldova,Republic of Korea,Puerto Rico,Czech Republic,Cape Verde,Cayman Islands,Channel Islands,Guernsey,Others,North Ireland,Cruise Ship,Curacao,occupied Palestinian territory
2020-10-14,217331,151747,111266,84898,36289,43245,33061,23069,29349,33413,24921,28306,33419,9716,3217,18151,12156,9014,10278,5365,13415,5601,9719,12264,10021,1172,6720,6614,1023,6449,8377,5907,2109,6077,929,5593,2726,2117,5108,872,469,3430,4739,512,958,2519,334,257,2117,1646,768,2533,1514,1039,2141,1827,175,732,616,109,809,2186,1131,1835,1483,1134,66,1312,675,797,1061,669,836,499,109,911,393,1094,650,904,675,1116,434,714,676,439,904,234,217,450,41,514,281,350,133,167,423,277,316,227,345,231,287,163,310,151,132,237,95,40,220,231,68,44,130,114,13,51,109,73,154,106,123,120,99,93,118,108,25,79,92,69,92,33,83,63,59,82,70,73,51,54,62,59,61,42,35,41,41,20,1,35,10,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-15,218132,152460,112161,85285,36372,43383,33146,23350,29605,33553,25342,28457,33577,9739,3308,18309,12268,9080,10327,5443,13434,5674,9756,12306,10086,1230,6749,6621,1052,6497,8407,5910,2115,6088,944,5608,2772,2128,5127,877,482,3453,4739,512,972,2529,344,282,2148,1650,770,2552,1530,1046,2141,1827,176,765,619,113,815,2189,1150,1838,1483,1159,71,1325,694,805,1071,681,836,501,110,916,401,1099,650,908,677,1116,439,720,684,441,904,238,221,452,41,518,281,350,133,170,423,278,316,228,346,231,289,163,310,160,132,237,96,41,222,231,68,45,130,115,13,51,112,73,154,107,123,120,99,93,118,109,25,79,92,69,92,33,83,65,59,82,70,73,51,54,62,59,61,42,35,41,41,20,1,35,10,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-16,219020,153214,112998,85704,36427,43519,33325,23580,29870,33775,25723,28616,33577,9773,3440,18370,12347,9153,10359,5551,13529,5749,9781,12357,10142,1283,6765,6638,1085,6531,8439,5918,2122,6099,958,5623,2818,2149,5144,882,490,3478,4739,512,980,2546,345,310,2182,1664,772,2556,1549,1056,2144,1841,180,799,621,124,821,2192,1165,1841,1487,1168,71,1337,715,813,1071,699,836,509,112,921,402,1103,652,912,677,1119,443,725,690,443,904,241,228,455,42,520,301,351,133,176,423,278,317,234,346,231,292,163,310,162,132,237,96,43,222,231,68,45,131,115,13,51,114,73,154,107,124,121,99,95,118,109,25,82,92,69,93,34,83,65,59,82,70,73,51,54,62,59,61,42,35,41,41,20,1,35,11,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-17,219744,153675,114031,86059,36474,43669,33398,23857,30123,33775,26107,28803,33648,9785,3524,18408,12431,9224,10392,5669,13588,5812,9782,12375,10198,1352,6797,6654,1109,6603,8463,5918,2122,6109,968,5646,2878,2162,5165,889,500,3515,4739,626,981,2557,355,330,2214,1670,774,2563,1569,1067,2148,1846,184,838,623,128,824,2195,1179,1849,1490,1183,82,1346,727,825,1071,699,836,517,113,925,402,1108,652,917,679,1123,448,731,694,444,904,245,231,459,43,522,302,351,133,180,423,278,317,241,346,231,293,163,310,168,132,238,96,43,223,231,68,45,131,115,13,51,116,74,154,109,125,121,99,95,118,109,25,85,92,69,93,34,83,65,59,82,70,73,51,54,62,59,61,42,36,41,41,20,1,35,11,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-18,220152,153675,114610,86167,36543,43736,33483,24039,30375,33775,26267,28970,33702,9798,3573,18471,12511,9296,10413,5762,13635,5872,9816,12387,10254,1422,6811,6659,1142,6652,8481,5918,2123,6120,986,5660,2928,2181,5185,893,509,3530,4739,626,984,2564,363,345,2247,1672,776,2568,1584,1081,2149,1856,188,880,626,136,834,2199,1188,1852,1494,1183,88,1352,739,832,1101,725,836,520,113,929,408,1111,653,922,680,1125,451,736,701,444,905,248,236,463,44,525,302,351,133,187,423,278,317,247,346,231,300,163,310,171,132,238,97,44,224,231,68,45,131,116,13,51,122,75,154,109,125,121,99,96,118,109,25,86,92,69,93,34,83,65,59,82,70,73,51,54,62,59,61,42,37,41,41,20,1,35,11,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-19,220602,154176,115197,86338,36616,43816,33631,24205,30712,33992,26716,29102,33759,9842,3614,18492,12617,9371,10443,5834,13676,5931,9832,12395,10317,1513,6828,6673,1173,6675,8502,5918,2138,6130,1008,5681,2976,2198,5201,904,520,3541,4739,687,997,2574,374,380,2278,1676,778,2576,1600,1091,2150,1865,190,914,630,143,846,2203,1207,1852,1499,1204,92,1365,757,839,1114,732,836,526,113,933,413,1111,656,926,686,1125,454,736,710,447,905,251,240,466,44,531,303,351,135,190,424,278,319,248,346,232,302,163,310,173,132,238,97,45,224,231,68,45,131,116,13,51,123,75,154,111,127,121,99,97,118,109,25,87,92,69,93,34,83,65,62,82,70,73,51,54,62,59,61,42,37,41,41,21,1,35,11,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-20,221520,154837,115914,86893,36705,44057,33912,24473,31034,34210,27100,29272,33820,9882,3721,18656,12734,9445,10489,5948,13702,5996,9849,12404,10366,1619,6874,6692,1211,6690,8526,5922,2145,6142,1019,5699,3027,2213,5217,914,528,3546,4739,711,1017,2585,382,414,2298,1679,780,2582,1617,1101,2155,1873,192,945,635,158,850,2204,1231,1865,1501,1222,98,1371,765,842,1122,746,836,531,118,937,421,1113,657,929,688,1125,458,747,714,450,905,254,247,470,47,534,303,351,136,193,425,278,320,251,346,233,305,163,312,174,132,238,97,45,224,231,71,46,132,116,13,52,124,78,155,114,127,121,101,98,118,109,25,87,92,69,93,34,83,65,62,82,70,73,51,54,62,59,61,42,37,41,41,21,1,35,11,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-21,222691,155403,116616,87415,36832,44248,34080,24786,31346,34366,27519,29464,33875,9911,3851,18741,12857,9513,10539,6093,13719,6065,9883,12453,10418,1739,6934,6702,1259,6747,8558,5929,2039,6155,1048,5723,3079,2229,5235,925,534,3567,4739,740,1031,2597,393,443,2323,1686,780,2596,1630,1121,2184,1880,200,972,642,172,862,2206,1250,1868,1503,1236,98,1384,791,858,1137,765,836,536,120,941,427,1118,657,933,690,1125,462,753,721,453,905,257,250,472,47,534,303,355,138,199,425,279,321,255,346,236,308,163,312,174,132,238,98,46,225,231,71,46,133,116,13,53,127,79,155,116,127,121,101,101,118,109,25,90,92,69,96,34,83,65,63,82,70,73,51,54,62,59,61,42,37,41,41,21,1,35,11,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-22,223541,155900,117306,87415,36968,44437,34234,25072,31650,34521,27957,29637,33984,9960,4019,18843,12959,9584,10588,6213,13792,6163,9916,12500,10465,1845,6981,6715,1305,6783,8584,5930,2046,6166,1064,5747,3132,2245,5250,941,549,3580,4739,740,1051,2612,406,481,2352,1697,783,2604,1641,1131,2186,1888,211,1005,648,178,874,2212,1262,1871,1507,1251,115,1396,812,870,1147,768,836,552,125,945,435,1122,657,936,694,1127,465,759,730,455,905,260,253,474,49,540,304,355,140,204,425,279,321,260,346,236,308,163,312,179,132,238,98,46,228,231,71,49,133,116,14,53,130,81,155,117,128,121,102,103,119,109,25,91,92,69,96,34,83,65,63,82,71,73,52,54,62,59,61,42,37,41,41,21,1,35,11,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-23,224489,156471,117956,88312,37059,44661,34534,25353,31985,34752,28338,29802,33984,10008,4172,18891,13077,9658,10658,6336,13844,6245,9940,12528,10513,1971,7026,6727,1352,6915,8608,5933,2067,6176,1077,5761,3205,2276,5264,954,559,3594,4739,784,1065,2622,413,508,2378,1706,786,2604,1654,1145,2187,1897,214,1038,656,183,883,2212,1278,1878,1509,1265,134,1400,829,884,1147,774,836,559,126,945,439,1126,659,940,697,1129,469,764,740,457,905,264,255,475,50,542,304,353,141,214,425,279,321,265,346,236,311,163,314,182,132,238,99,46,229,231,73,49,133,116,14,53,130,82,155,117,128,121,102,104,119,109,25,94,92,69,96,34,83,65,69,82,71,74,52,54,62,59,61,42,37,41,41,21,1,35,11,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-24,225414,156903,118534,88743,37210,44835,34670,25647,32320,34752,28613,30000,34033,10035,4351,18944,13205,9727,10737,6463,13892,6318,9969,12542,10568,2077,7081,6736,1390,6934,8627,5933,2081,6187,1084,5780,3255,2297,5281,965,564,3609,4739,819,1075,2628,429,540,2405,1710,789,2617,1669,1157,2189,1907,235,1066,664,193,897,2220,1293,1882,1513,1282,159,1419,842,896,1147,790,837,562,129,953,443,1130,661,944,700,1129,473,770,744,457,905,267,263,475,54,544,305,353,141,221,425,279,321,267,348,236,312,163,316,186,132,244,99,48,229,231,73,50,133,116,15,53,130,85,155,117,128,121,102,105,119,109,25,94,92,69,96,34,83,65,69,82,71,74,52,54,62,59,61,42,37,41,41,21,1,35,11,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-25,225773,157134,119014,88924,37338,44986,34786,25875,32616,34752,28896,30154,34149,10062,4438,18968,13299,9799,10810,6566,13944,6391,9995,12553,10623,2201,7108,6739,1425,6977,8645,5933,2083,6199,1094,5803,3301,2316,5296,979,574,3644,4739,819,1086,2633,437,579,2440,1716,792,2623,1685,1180,2189,1914,240,1095,671,201,919,2223,1309,1882,1516,1282,159,1426,847,902,1174,795,837,565,134,957,448,1134,663,949,702,1130,477,773,746,457,905,269,266,477,56,549,305,353,141,229,425,279,321,268,348,237,312,163,316,188,132,244,101,50,230,232,73,51,133,116,16,53,132,86,155,119,128,122,104,105,119,109,25,94,92,69,96,34,83,65,69,82,71,74,52,54,62,59,61,42,37,41,41,21,1,35,11,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-26,226241,157397,119502,89171,37479,45088,35038,26092,32953,35031,29301,30348,34149,10091,4483,19008,13411,9874,10899,6641,14003,6470,10026,12573,10671,2365,7134,6745,1472,7039,8658,5933,2111,6211,1136,5818,3373,2343,5313,992,581,3651,4739,983,1104,2638,452,624,2468,1721,793,2633,1700,1196,2190,1922,251,1122,679,215,934,2225,1333,1885,1520,1312,165,1437,862,920,1190,801,837,579,136,961,454,1134,663,953,708,1132,480,777,749,460,905,272,270,480,60,552,305,354,147,236,426,279,322,270,348,242,316,163,316,192,133,244,101,50,230,232,73,53,133,116,16,54,132,88,155,119,128,122,104,106,119,110,25,94,92,69,96,34,83,67,72,82,71,74,53,54,62,59,61,42,37,41,41,21,1,35,11,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-27,227222,157946,120010,89814,37700,45455,35567,26409,33299,35298,29730,30565,34197,10121,4615,19053,13512,9950,11038,6770,14026,6574,10052,12588,10724,2547,7204,6759,1535,7053,8672,5918,2147,6222,1161,5838,3445,2371,5329,1005,593,3665,4739,983,1125,2650,470,668,2496,1726,798,2639,1710,1222,2191,1931,264,1147,688,238,949,2226,1347,1890,1525,1329,176,1445,876,934,1203,812,837,590,141,965,458,1136,663,957,709,1135,487,780,756,461,907,275,275,482,63,556,305,354,147,238,426,280,322,271,348,242,316,163,316,196,136,244,103,51,230,232,73,55,133,116,19,54,136,89,156,119,128,122,104,106,119,111,25,94,92,69,96,35,83,67,72,82,71,74,54,54,62,59,61,42,37,41,41,21,1,35,11,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-28,228226.0,158456.0,120527.0,90309.0,37905.0,45765.0,35826.0,26752.0,33714.0,35466.0,30071.0,30753.0,34257.0,10259.0,4849.0,19111.0,13612.0,10027.0,11170.0,6938.0,14032.0,6681.0,10084.0,12608.0,10770.0,2675.0,7265.0,6775.0,1578.0,7114.0,8694.0,5927.0,2158.0,6234.0,1197.0,5861.0,3506.0,2395.0,5348.0,1027.0,603.0,3682.0,4739.0,1153.0,1161.0,2663.0,493.0,700.0,2506.0,1731.0,803.0,2652.0,1729.0,1243.0,2221.0,1941.0,278.0,1172.0,699.0,253.0,963.0,2232.0,1359.0,1896.0,1531.0,1340.0,184.0,1451.0,887.0,934.0,1208.0,823.0,837.0,602.0,144.0,969.0,465.0,1138.0,673.0,962.0,715.0,1139.0,493.0,784.0,763.0,462.0,907.0,278.0,282.0,485.0,63.0,558.0,305.0,354.0,147.0,246.0,426.0,280.0,322.0,275.0,348.0,242.0,317.0,163.0,316.0,198.0,136.0,244.0,106.0,52.0,230.0,232.0,73.0,56.0,133.0,116.0,19.0,55.0,136.0,91.0,156.0,123.0,128.0,124.0,104.0,107.0,119.0,111.0,25.0,94.0,92.0,69.0,97.0,35.0,83.0,67.0,72.0,82.0,71.0,74.0,54.0,55.0,62.0,59.0,61.0,42.0,37.0,41.0,41.0,21.0,1.0,35.0,12.0,28.0,25.0,21.0,13.0,10.0,7.0,7.0,7.0,3.0,0,2.0,3.0,1.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-29,229201,158969,121090,90773,38122,46045,36058,27111,34113,35639,30442,30926,34315,10305,5149,19164,13701,10099,11308,7058,14118,6764,10127,12622,10815,2862,7321,6795,1634,7147,8705,5934,2200,6247,1225,5886,3572,2428,5363,1056,615,3704,4739,1153,1182,2678,511,740,2525,1748,809,2661,1747,1272,2222,1949,292,1199,708,273,977,2234,1373,1902,1534,1357,200,1457,904,964,1208,831,837,610,150,973,473,1139,673,967,716,1141,499,789,767,463,907,281,290,488,64,561,305,354,150,246,426,281,323,275,348,242,317,163,320,202,136,244,108,52,231,232,73,59,133,117,19,57,138,91,156,123,128,124,104,107,119,111,25,95,92,69,97,35,83,67,73,82,71,74,55,55,62,59,61,42,37,41,41,24,1,35,12,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-30,230212,159477,121641,91289,38321,46319,36605,27462,34478,35878,30792,31421,34362,10391,5351,19230,13782,10177,11452,7235,14158,6867,10163,12632,10862,3078,7408,6806,1699,7185,8715,5938,2277,6258,1254,5905,3625,2468,5383,1082,620,3714,4739,1253,1212,2688,531,772,2536,1756,814,2669,1766,1300,2224,1956,315,1219,718,285,982,2236,1387,1908,1535,1371,212,1464,920,981,1208,847,837,625,157,977,481,1142,678,971,719,1144,502,793,773,464,907,285,294,490,69,563,307,358,152,249,426,282,323,279,349,242,319,163,320,205,136,244,110,58,232,232,73,61,133,117,19,58,142,91,156,124,128,124,104,107,119,111,25,95,92,69,98,35,83,67,75,82,72,74,55,55,62,59,61,42,37,41,41,24,2,35,12,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-31,231123,159884,122111,91753,38618,46645,36827,27787,34864,35878,31002,31598,34411,10483,5631,19276,13869,10252,11625,7399,14207,6968,10187,12670,10910,3251,7459,6823,1750,7221,8725,5938,2297,6266,1279,5923,3695,2507,5402,1109,626,3729,4739,1317,1234,2700,546,829,2561,1769,820,2669,1785,1341,2226,1964,338,1237,730,307,994,2245,1404,1913,1538,1385,219,1469,937,981,1208,857,837,637,165,980,483,1144,678,975,721,1144,509,798,779,466,907,288,301,495,71,566,307,358,152,249,426,282,324,284,349,243,321,163,320,206,136,244,111,59,232,232,73,62,133,117,20,58,144,92,156,124,128,126,104,108,119,111,26,95,92,69,98,35,83,67,75,82,72,74,57,55,62,59,61,42,38,41,41,24,3,35,12,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-01,231545,160074,122607,91895,38826,46807,37058,28026,35298,35878,31140,31796,34476,10541,5783,19411,13943,10326,11737,7515,14247,7067,10230,12684,10966,3429,7498,6835,1819,7238,8731,5938,2326,6278,1298,5941,3762,2544,5420,1130,635,3738,4739,1348,1248,2706,562,866,2580,1776,826,2675,1800,1363,2227,1973,363,1258,740,335,1004,2249,1418,1915,1538,1385,219,1478,960,1013,1246,871,837,643,166,985,489,1144,678,979,723,1146,518,801,782,468,907,292,313,496,74,570,308,358,152,249,429,282,325,286,349,243,321,163,320,208,136,244,112,59,232,232,73,64,133,117,21,59,144,93,156,126,128,126,104,109,119,111,26,95,92,69,98,35,83,67,75,82,73,74,57,55,62,59,61,42,38,41,41,24,3,35,12,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-02,232043,160253,123097,92100,39059,46943,37486,28264,35738,36257,31623,31653,34476,10669,5875,19465,14044,10402,11858,7584,14302,7153,10262,12692,11017,3654,7527,6849,1889,7269,8741,5938,2404,6291,1349,5966,3826,2590,5437,1159,642,3738,4739,1381,1280,2720,594,913,2596,1787,833,2688,1818,1391,2227,1980,388,1282,753,342,1025,2250,1429,1917,1544,1404,219,1489,984,1027,1256,880,837,652,170,989,493,1155,688,983,724,1147,527,806,786,472,907,295,320,497,77,571,308,359,160,251,429,282,325,289,349,245,322,163,320,210,136,244,114,59,232,232,73,66,133,117,21,60,146,94,156,128,129,126,104,109,119,111,27,95,92,69,98,35,83,67,75,82,73,74,57,55,62,59,61,42,38,41,41,24,3,35,12,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-03,233623,160496,123611,92593,39412,47340,38342,28611,36160,36495,32052,31847,34476,10717,6102,19539,14146,10481,12126,7749,14319,7273,10334,12698,11068,3913,7640,6867,1973,7318,8751,5969,2471,6305,1412,5983,3900,2635,5456,1192,655,3748,4739,1483,1317,2731,628,967,2622,1794,844,2706,1838,1413,2261,1980,412,1307,768,362,1049,2252,1441,1922,1547,1419,235,1494,1004,1039,1264,893,837,667,175,992,501,1163,705,987,728,1151,532,810,789,474,907,298,322,503,79,574,315,359,167,263,429,282,326,291,349,246,324,164,320,214,136,244,115,61,232,232,73,64,133,117,23,61,149,95,156,128,129,126,107,110,120,111,27,95,92,69,98,35,83,67,75,82,73,74,57,55,62,59,61,42,38,41,41,24,3,35,17,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-04,234741,161106,124315,93228,39764,47832,38734,28996,36579,38118,32520,32013,34671,10949,6475,19585,14259,10558,12331,7952,14340,7419,10385,12704,11128,4133,7748,6893,2063,7367,8758,5997,2555,6318,1466,6004,3982,2694,5471,1227,673,3752,4740,1512,1358,2744,654,1029,2639,1799,850,2730,1851,1448,2262,1999,441,1330,780,381,1071,2257,1454,1930,1551,1431,261,1503,1034,1051,1275,900,837,676,182,995,504,1167,714,992,729,1155,536,814,794,475,907,301,326,505,85,577,315,361,171,271,429,282,326,296,349,248,327,164,320,215,137,244,117,64,232,232,73,65,133,117,24,61,150,95,156,130,129,126,107,110,120,112,27,95,92,69,99,35,83,67,75,82,73,74,57,55,62,59,61,42,38,42,43,24,3,35,17,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-05,235896,161106,124985,93772,40192,48210,39088,29285,36985,38486,32766,32209,34730,11110,6842,19677,14348,10639,12520,8148,14404,7540,10432,12730,11175,4330,7836,6923,2147,7409,8768,6002,2628,6329,1518,6021,4059,2740,5489,1268,702,3766,4741,1577,1402,2756,683,1069,2652,1806,861,2736,1866,1476,2263,2011,471,1352,794,401,1084,2260,1462,1933,1557,1444,286,1508,1052,1072,1286,907,837,683,186,998,508,1167,720,997,733,1155,543,819,799,476,907,305,328,508,88,579,315,361,177,277,429,284,326,299,349,248,328,165,320,217,137,244,117,66,232,232,73,70,133,117,29,61,150,97,157,130,129,126,107,111,120,112,27,97,92,69,99,36,85,67,75,82,73,74,57,55,62,60,61,42,38,42,43,27,3,35,18,28,25,21,13,10,7,7,7,3,0,2,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
