,US,Brazil,India,Mexico,Italy,United Kingdom,France,Russia,Iran,Spain,Argentina,Colombia,Peru,Germany,Poland,South Africa,Indonesia,Turkey,Belgium,Ukraine,Chile,Romania,Canada,Ecuador,Iraq,Czechia,Netherlands,Pakistan,Hungary,Philippines,Bolivia,Sweden,Switzerland,Egypt,Bulgaria,Bangladesh,Morocco,Portugal,Saudi Arabia,Austria,Greece,Guatemala,China,Tunisia,Bosnia and Herzegovina,Panama,Croatia,Jordan,Israel,Japan,Serbia,Honduras,Moldova,Armenia,Kazakhstan,Algeria,Slovenia,Burma,Azerbaijan,Georgia,North Macedonia,Dominican Republic,Paraguay,Ireland,Afghanistan,Costa Rica,Slovakia,Ethiopia,Nepal,Kenya,Oman,Libya,Sudan,Lebanon,Lithuania,Belarus,West Bank and Gaza,Kyrgyzstan,Kosovo,El Salvador,Denmark,Nigeria,Albania,Venezuela,Kuwait,"Korea, South",Australia,Syria,Montenegro,United Arab Emirates,Latvia,Uzbekistan,Congo (Kinshasa),Finland,Luxembourg,Malaysia,Cameroon,Norway,Senegal,Angola,Zambia,Zimbabwe,Bahrain,Mauritania,Ghana,Jamaica,Mali,Madagascar,Uganda,Belize,Qatar,Haiti,Estonia,Malta,Namibia,Eswatini,Sri Lanka,Uruguay,Bahamas,Mozambique,Nicaragua,Guyana,Cuba,Cote d'Ivoire,Somalia,Trinidad and Tobago,Gambia,Suriname,Cyprus,Cabo Verde,Congo (Brazzaville),Niger,Chad,Rwanda,Equatorial Guinea,Burkina Faso,Andorra,Liberia,Guinea,Sierra Leone,Togo,Gabon,Central African Republic,Thailand,Djibouti,San Marino,Maldives,Guinea-Bissau,Benin,Botswana,Liechtenstein,Vietnam,Iceland,Singapore,New Zealand,Tanzania,Diamond Princess,Mauritius,Papua New Guinea,Taiwan*,Barbados,Antigua and Barbuda,Saint Lucia,Monaco,Brunei,Burundi,Fiji,MS Zaandam,Eritrea,Mongolia,Taipei and environs,Viet Nam,Vatican City,Aruba,South Korea,UK,Bhutan,"Bahamas, The",Timor-Leste,St. Martin,Seychelles,The Gambia,The Bahamas,Taiwan,Guam,Palestine,Saint Vincent and the Grenadines,French Guiana,Macau,Macao SAR,Dominica,East Timor,Laos,Faroe Islands,Jersey,Ivory Coast,"Gambia, The",Martinique,Iran (Islamic Republic of),Gibraltar,Greenland,Grenada,Hong Kong SAR,Hong Kong,Guadeloupe,Holy See,Mainland China,Mayotte,Saint Martin,Republic of Ireland,Saint Kitts and Nevis,Saint Barthelemy,Russian Federation,Cambodia,Reunion,Republic of the Congo,Republic of Moldova,Republic of Korea,Puerto Rico,Czech Republic,Cape Verde,Cayman Islands,Channel Islands,Guernsey,Others,North Ireland,Cruise Ship,Curacao,occupied Palestinian territory
2020-05-06,73531,8588,1785,2704,29684,30150,25812,1537,6418,25857,273,397,1533,7275,733,153,895,3584,8339,327,281,864,4366,1618,102,262,5221,564,373,658,91,2941,1805,469,84,186,183,1089,209,608,147,21,4637,43,86,218,85,9,241,556,203,99,143,40,30,476,99,6,28,9,88,362,10,1375,104,6,25,4,0,26,13,3,49,25,48,112,2,12,26,15,506,103,31,10,42,256,97,3,8,157,17,10,35,252,98,107,108,216,12,2,4,4,8,1,18,9,32,0,0,2,12,12,55,5,0,2,9,17,11,0,5,10,69,18,39,8,1,1,15,2,10,38,17,0,4,48,46,20,11,14,9,6,0,55,3,41,2,2,2,1,1,0,10,20,21,16,13,10,0,6,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,75757,9190,1889,2961,29958,30689,25991,1625,6486,26070,282,407,1627,7392,755,161,930,3641,8415,340,285,888,4541,1654,102,270,5306,585,383,685,102,3040,1810,482,84,199,183,1105,219,609,148,23,4637,44,90,225,86,9,242,577,206,105,145,42,30,483,99,6,28,9,89,373,10,1403,106,6,26,4,0,29,15,3,52,25,49,116,2,12,27,15,514,107,31,10,44,256,97,3,8,165,18,10,36,255,100,107,108,217,13,2,4,4,8,1,18,9,32,0,0,2,12,12,56,5,0,2,9,17,11,0,5,10,73,20,44,8,1,1,15,2,10,42,27,0,4,48,47,20,11,16,9,8,0,55,3,41,3,2,2,1,1,0,10,20,21,16,13,10,0,6,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,77272,10017,1985,3160,30201,31316,26233,1723,6541,26299,293,428,1714,7510,776,178,943,3689,8521,361,294,923,4697,1704,104,273,5377,599,392,696,106,3175,1823,503,86,206,186,1114,229,614,150,24,4637,45,98,231,86,9,248,590,209,107,150,43,31,488,100,6,28,10,90,380,10,1429,109,6,26,4,0,29,16,3,59,26,49,121,2,12,27,16,522,117,31,10,47,256,97,3,8,174,18,10,39,260,100,107,108,218,13,2,4,4,8,1,18,9,35,0,0,2,12,12,56,5,0,2,9,18,11,0,5,10,74,20,44,8,1,1,15,2,10,44,28,0,4,48,47,20,11,17,10,8,0,55,3,41,3,2,2,1,1,0,10,20,21,21,13,10,0,6,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,78877,10656,2101,3353,30395,31662,26313,1827,6589,26478,300,445,1814,7549,785,186,959,3739,8581,376,304,939,4823,1717,107,276,5441,636,405,704,114,3220,1830,514,90,214,186,1126,239,615,151,24,4637,45,102,237,87,9,251,607,215,108,161,44,31,494,101,6,31,10,91,385,10,1446,115,6,26,5,0,30,17,3,64,26,49,126,2,12,28,17,526,128,31,10,49,256,97,3,8,185,18,10,39,265,101,108,108,219,17,2,7,4,8,1,22,9,37,0,0,2,13,12,60,5,0,2,9,18,11,0,5,10,74,21,48,8,1,1,15,2,10,45,31,0,4,48,48,20,11,18,10,8,0,56,3,41,3,3,2,1,1,0,10,20,21,21,13,10,0,6,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,79619,11123,2212,3465,30560,31930,26383,1915,6640,26621,305,463,1889,7569,800,194,973,3786,8656,391,312,961,4991,2127,109,280,5459,659,413,719,118,3225,1833,525,91,228,188,1135,246,618,151,26,4637,45,107,244,90,9,255,624,215,108,169,45,31,502,102,6,32,10,91,388,10,1458,120,7,26,5,0,32,17,3,70,26,50,131,2,12,28,17,529,143,31,10,58,256,97,3,9,198,18,10,41,267,101,108,114,219,19,2,7,4,8,1,22,9,38,0,0,2,14,15,60,5,0,2,9,19,11,0,5,10,77,21,51,8,1,1,16,2,10,46,31,0,4,49,48,20,11,18,11,8,0,56,3,41,3,3,2,1,1,0,10,20,21,21,13,10,0,6,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,80773,11653,2294,3573,30739,32141,26646,2009,6685,26744,314,479,1961,7661,811,206,991,3841,8707,408,323,982,5115,2145,110,282,5475,706,421,726,122,3256,1845,533,93,239,188,1144,255,620,151,26,4637,45,113,249,91,9,260,633,218,116,175,46,32,507,102,6,32,11,91,393,10,1467,122,7,26,5,0,33,17,3,74,26,50,135,2,12,28,18,533,150,31,10,65,258,97,3,9,201,18,10,41,271,101,109,125,224,19,2,7,4,8,1,22,9,39,0,0,2,14,16,61,5,0,2,9,19,11,0,5,10,77,21,52,8,1,1,16,2,11,46,31,0,4,50,48,20,11,19,11,9,0,56,3,41,3,3,2,1,1,0,10,21,21,21,13,10,0,7,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,82474,12461,2415,3926,30911,32769,26994,2116,6733,26920,319,493,2057,7738,839,206,1007,3894,8761,425,335,1002,5300,2327,112,283,5529,737,425,751,128,3313,1867,544,95,250,188,1163,264,623,152,27,4637,45,117,252,91,9,263,657,220,121,182,47,32,515,102,6,33,11,92,402,10,1488,127,7,27,5,0,36,17,3,80,26,50,142,2,12,29,20,527,158,31,10,75,259,98,3,9,203,18,10,44,275,102,109,125,228,19,2,7,4,9,1,22,9,40,0,0,2,14,18,61,5,0,2,9,19,11,0,8,10,78,21,52,8,1,1,16,2,11,47,40,0,4,51,48,20,11,19,11,9,0,56,3,41,3,3,2,1,1,0,10,21,21,21,13,10,0,7,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,84207,13240,2551,4220,31106,33264,27079,2212,6783,27104,329,509,2169,7861,861,219,1028,3952,8843,439,346,1036,5425,2334,115,290,5581,761,430,772,142,3460,1870,556,96,269,188,1175,273,624,155,29,4637,45,120,256,94,9,266,678,222,123,185,48,32,522,103,6,35,11,95,409,11,1497,132,8,27,5,0,40,17,3,90,26,54,146,2,12,29,20,533,164,31,10,82,260,98,3,9,206,19,11,50,284,103,111,136,229,21,2,7,4,10,2,24,9,44,0,0,2,14,18,61,6,0,2,9,19,11,0,8,10,79,24,52,8,1,1,17,2,11,49,42,0,6,51,49,20,14,26,11,9,0,56,3,41,4,3,2,1,1,0,10,21,21,21,13,10,0,7,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,85993,13999,2649,4477,31368,33693,27430,2305,6854,27321,353,525,2267,7884,883,238,1043,4007,8903,456,368,1053,5592,2338,115,293,5609,770,436,790,152,3529,1872,571,99,283,190,1184,283,626,156,29,4637,45,122,260,94,9,268,697,224,133,194,49,32,529,103,6,35,12,95,422,11,1506,136,8,27,5,0,42,18,3,90,26,54,151,2,12,29,23,537,167,31,10,88,260,98,3,9,208,19,11,50,287,103,112,139,232,23,2,7,4,10,2,24,9,46,0,0,2,14,20,62,6,0,2,9,19,11,0,8,10,79,24,53,8,1,1,17,2,15,50,46,0,7,51,49,20,15,26,11,10,0,56,3,41,4,3,2,1,1,0,10,21,21,21,13,10,0,7,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,87631,14962,2753,4767,31610,34078,27532,2418,6902,27459,356,546,2392,7897,907,247,1076,4055,8959,476,394,1070,5679,2594,117,295,5662,834,442,806,164,3646,1878,592,102,298,190,1190,292,628,160,30,4637,45,128,266,95,9,268,713,225,134,202,52,34,536,103,6,36,12,97,424,11,1518,153,9,27,5,0,45,20,3,91,26,54,156,2,14,29,25,537,171,31,10,96,262,98,3,9,210,19,11,50,293,104,112,140,232,25,2,7,4,12,3,28,9,46,0,0,2,14,20,63,6,0,2,9,19,11,0,8,10,79,24,53,8,1,1,17,2,15,51,48,0,7,51,49,20,15,27,11,10,0,56,4,41,4,3,2,1,1,0,10,21,21,21,13,10,0,7,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,88856,15662,2871,5045,31763,34546,27630,2537,6937,27563,363,562,2523,7938,915,261,1089,4096,9005,497,421,1094,5800,2688,121,296,5689,834,448,817,165,3674,1879,612,105,314,192,1203,302,629,162,33,4638,45,129,269,95,9,271,725,228,138,207,55,34,542,103,6,36,12,98,428,11,1533,168,10,28,5,1,50,21,3,97,26,55,160,2,14,29,26,543,176,31,10,107,262,98,3,9,214,19,11,61,297,104,113,140,232,25,2,7,4,12,4,29,9,48,0,0,2,15,20,63,6,0,2,9,19,11,0,8,10,79,25,55,8,1,1,17,3,15,51,50,0,7,51,51,20,16,29,11,11,0,56,4,41,4,4,2,1,1,0,10,22,21,21,13,10,0,7,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,89671,16118,3025,5177,31908,34716,28113,2631,6988,27563,373,574,2648,7962,925,264,1148,4140,9052,514,450,1107,5903,2736,123,298,5699,873,451,824,169,3679,1881,630,108,328,192,1218,312,629,163,33,4638,45,133,275,95,9,275,744,230,142,211,60,34,548,104,6,39,12,101,428,11,1543,170,10,28,5,2,50,22,3,97,26,56,165,2,14,29,30,547,182,31,10,112,263,99,3,9,220,19,12,61,298,107,113,140,232,25,2,7,4,12,4,29,9,52,1,0,2,15,20,63,6,0,2,9,20,11,0,8,10,79,27,56,8,1,1,17,3,15,54,53,0,7,51,51,21,16,32,11,11,0,56,4,41,4,4,2,1,1,0,10,22,21,21,13,10,0,7,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,90466,16853,3156,5332,32007,34876,28242,2722,7057,27709,382,592,2789,8003,936,286,1191,4171,9080,535,478,1120,5960,2799,127,297,5713,903,462,831,174,3698,1886,645,110,349,192,1231,320,629,165,35,4638,46,133,279,95,9,278,749,231,146,217,61,35,555,104,6,40,12,104,434,11,1547,173,10,28,5,2,50,25,3,105,26,59,171,2,14,29,30,548,191,31,10,118,263,99,3,9,224,19,13,61,300,107,113,140,233,26,3,7,4,12,4,29,9,52,1,0,2,15,21,64,6,0,2,9,20,11,0,8,10,79,28,57,8,1,1,17,3,15,55,53,0,7,51,51,22,16,33,12,11,0,56,7,41,4,4,2,1,1,0,10,22,21,21,13,10,0,7,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,92015,17983,3302,5666,32169,35422,28025,2837,7119,27778,393,613,2914,8081,948,312,1221,4199,9108,548,509,1137,6028,2839,131,302,5734,939,467,837,189,3743,1891,659,112,370,193,1247,329,632,165,43,4638,47,134,281,96,9,280,768,234,147,221,64,35,561,104,6,41,12,106,441,11,1561,178,10,28,5,2,50,27,3,111,26,60,175,2,14,29,30,551,192,31,10,121,263,100,3,9,227,21,13,61,301,109,114,140,233,30,3,7,4,12,4,31,9,53,2,0,2,15,21,64,6,0,2,9,20,11,0,17,10,79,28,59,8,1,1,17,3,15,55,56,0,7,51,51,23,18,33,12,12,0,56,7,41,4,6,2,1,1,0,10,22,21,21,13,10,0,7,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,93535,18859,3434,6090,32330,35786,28136,2972,7183,27888,403,630,3024,8144,962,339,1242,4222,9150,564,544,1147,6150,2888,134,304,5767,985,470,842,199,3831,1892,680,116,386,194,1263,339,633,166,45,4638,47,136,287,96,9,281,768,235,147,228,67,35,568,105,6,43,12,110,446,11,1571,188,10,28,5,2,50,30,3,111,26,60,179,2,14,29,31,554,200,31,10,124,264,100,3,9,233,21,13,61,304,109,114,146,234,30,3,7,4,12,4,31,9,55,2,0,2,16,22,64,6,0,2,9,20,11,0,17,10,79,29,61,8,1,1,17,3,15,58,57,0,7,52,51,23,18,34,12,12,0,56,9,41,4,6,2,1,1,0,10,22,21,21,13,10,0,7,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,94789,20047,3584,6510,32486,36124,28218,3099,7249,27940,416,652,3148,8203,972,369,1278,4249,9186,579,589,1156,6267,2939,140,306,5794,1017,473,846,215,3871,1898,696,120,408,196,1277,351,633,168,48,4638,47,140,291,97,9,281,777,237,156,233,70,35,575,106,6,44,12,111,448,11,1583,194,10,28,5,3,50,31,3,121,26,61,185,2,14,29,33,561,211,31,10,129,264,101,3,9,237,22,13,61,306,109,114,156,235,33,3,7,4,12,5,31,9,60,2,0,2,17,25,64,6,0,2,9,20,11,0,17,10,80,29,61,8,1,1,17,3,16,60,58,0,10,52,51,23,18,35,12,12,0,56,10,41,4,6,3,1,1,0,10,23,21,21,13,10,0,7,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,96066,21048,3726,6989,32616,36475,28292,3249,7300,28628,433,682,3244,8228,982,397,1326,4276,9212,588,630,1166,6360,3056,147,312,5807,1067,476,857,230,3925,1903,707,125,432,197,1289,364,635,169,51,4638,47,141,295,99,9,281,796,237,167,237,74,35,582,106,6,46,12,112,456,11,1592,206,10,28,5,3,50,34,3,137,26,61,190,2,14,29,33,561,221,31,10,138,266,101,4,9,241,22,13,63,306,109,115,159,235,33,3,7,4,12,6,31,9,62,2,0,2,19,25,64,6,0,2,9,20,11,0,17,10,81,29,61,8,1,1,17,3,16,60,58,0,11,52,51,24,19,38,12,12,0,56,10,41,4,6,3,1,1,0,10,23,21,21,13,10,0,7,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,97188,22013,3868,7179,32735,36757,28335,3388,7359,28678,445,705,3373,8261,993,407,1351,4308,9237,605,673,1176,6466,3096,152,314,5830,1101,482,863,240,3992,1905,735,126,452,198,1302,379,639,171,55,4638,48,141,299,99,9,281,808,238,167,242,77,35,592,106,6,49,12,113,458,11,1604,217,10,28,5,3,50,36,3,146,26,63,194,3,14,29,33,561,221,31,10,148,266,102,4,9,244,22,13,63,306,109,115,159,235,34,4,7,4,13,6,31,9,63,2,0,2,21,26,64,6,0,2,9,22,11,0,17,10,81,30,61,8,1,1,17,3,16,61,60,0,11,52,51,26,20,39,12,12,1,56,10,42,4,6,3,1,1,0,10,23,21,21,13,10,0,7,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-24,97813,22666,4024,7394,32785,36875,28372,3541,7417,28752,452,727,3456,8283,996,429,1372,4340,9280,617,718,1185,6534,3108,160,315,5841,1133,486,868,250,3998,1906,764,130,480,199,1316,390,640,171,58,4638,48,144,306,99,9,282,820,238,180,250,81,35,600,107,6,49,12,113,458,11,1608,219,10,28,5,3,51,37,3,165,26,63,199,3,14,29,35,562,226,32,10,156,267,102,4,9,245,22,13,63,307,110,115,165,235,35,4,7,4,14,6,32,9,65,2,0,2,23,26,64,6,0,2,9,22,11,0,17,10,82,30,61,8,1,1,17,3,16,61,60,0,11,52,51,26,20,40,12,12,1,56,10,42,4,6,3,1,1,0,10,23,21,21,13,10,0,7,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,98314,23473,4172,7633,32877,36996,28461,3633,7451,26834,467,750,3629,8309,1007,481,1391,4369,9312,623,761,1205,6655,3203,163,317,5849,1167,491,873,261,4029,1913,783,130,501,200,1330,399,641,172,59,4638,48,146,310,100,9,284,830,239,182,261,87,35,609,107,6,51,12,113,460,11,1606,220,10,28,5,4,52,37,3,170,26,63,204,3,16,30,35,563,233,32,10,165,269,102,4,9,248,22,13,67,308,110,115,165,235,35,4,7,4,14,9,32,9,67,2,0,2,26,27,65,6,0,2,10,22,11,1,17,11,82,30,66,8,1,1,17,3,16,62,61,0,12,52,51,26,20,42,13,14,1,57,14,42,4,7,3,1,1,0,10,23,21,21,13,10,0,7,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-26,99006,24512,4344,8134,32955,37130,28598,3807,7508,27117,484,776,3788,8372,1024,524,1418,4397,9334,644,806,1216,6753,3203,169,317,5875,1197,499,886,274,4125,1915,797,130,522,202,1342,411,643,173,63,4638,48,149,313,101,9,284,846,239,188,267,91,37,617,108,6,52,12,116,468,11,1615,221,10,28,6,4,52,37,3,170,26,65,208,3,16,30,36,563,249,33,11,172,269,103,4,9,253,22,14,68,312,110,115,175,235,36,4,7,4,14,13,34,9,70,2,0,2,28,33,65,6,0,2,10,22,11,1,35,11,82,30,67,8,1,1,17,4,16,63,62,0,12,52,51,26,20,44,13,14,1,57,14,42,5,7,3,1,1,0,10,23,21,21,13,10,0,7,7,3,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,100504,25598,4534,8597,33072,37542,28599,3968,7564,27117,500,803,3983,8428,1028,552,1473,4431,9364,658,841,1227,6876,3275,175,317,5890,1225,505,904,280,4220,1917,816,133,544,202,1356,425,645,173,68,4638,48,151,315,101,9,286,858,240,194,274,98,37,623,108,6,54,12,119,474,11,1631,228,10,28,6,4,55,39,4,195,26,66,214,3,16,30,39,565,254,33,11,175,269,103,4,9,255,23,14,68,313,110,115,175,235,38,4,7,4,15,16,34,9,70,2,0,2,30,34,66,7,0,2,10,22,11,1,35,11,82,31,67,8,1,1,17,4,19,63,64,0,12,53,51,27,20,45,13,14,1,57,18,42,5,7,3,1,1,0,10,23,22,21,13,10,0,7,7,3,0,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,101686,26754,4711,9044,33142,37919,28666,4142,7627,27119,508,833,4099,8470,1038,577,1496,4461,9388,669,890,1235,6982,3313,179,319,5922,1260,509,921,293,4266,1919,845,134,559,202,1369,441,668,175,80,4638,48,153,320,102,9,287,881,241,196,282,113,37,630,108,6,56,12,121,485,11,1639,236,10,28,7,5,58,40,5,195,26,68,219,3,16,30,39,568,259,33,11,185,269,103,4,9,258,24,14,69,313,110,115,175,236,39,4,7,4,15,19,34,9,72,2,0,2,33,34,66,7,0,2,10,22,11,2,35,11,82,32,72,8,1,1,17,4,19,64,65,0,12,53,51,27,22,45,13,14,1,57,20,42,5,8,3,1,1,0,10,23,22,21,13,10,0,7,7,3,0,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,102891,27878,4980,9415,33229,38243,28717,4374,7677,27121,520,855,4099,8504,1051,611,1520,4489,9430,679,944,1248,7063,3334,185,319,5950,1317,517,942,300,4350,1919,879,136,582,202,1383,458,668,175,90,4638,48,153,326,103,9,287,887,242,196,288,120,37,638,108,6,58,12,126,488,11,1645,247,10,28,8,6,62,40,5,233,26,68,224,3,16,30,42,568,261,33,14,194,269,103,4,9,260,24,14,69,314,110,115,177,236,41,4,7,4,15,20,34,9,73,5,0,2,36,35,67,9,0,2,10,22,11,2,35,11,82,32,72,8,1,1,17,4,19,64,65,0,12,53,51,27,22,45,13,15,1,57,20,42,5,8,3,1,1,0,10,23,22,21,13,10,0,7,7,3,0,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-30,103859,28834,5185,9779,33340,38458,28774,4555,7734,27125,528,891,4371,8530,1061,643,1573,4515,9453,696,997,1259,7159,3334,195,319,5970,1395,524,950,310,4395,1919,913,139,610,204,1396,480,668,175,102,4638,48,153,330,103,9,287,894,242,201,291,127,38,646,108,6,61,12,131,498,11,1651,250,10,28,8,6,63,42,5,262,26,70,229,3,16,30,46,571,273,33,14,205,270,103,4,9,262,24,14,69,316,110,115,191,236,42,4,7,4,17,20,35,9,76,6,0,2,36,41,67,9,0,2,10,22,11,2,35,12,83,33,73,8,1,1,17,4,19,64,65,1,12,53,51,27,23,46,13,17,1,57,22,42,5,8,3,1,1,0,10,23,22,21,13,10,0,7,7,3,0,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
